證券名稱,簡稱,年月日,外資買賣超(千股),外資買賣超市值(百萬),投信買賣超(千股),投信買賣超市值(百萬),自營買賣超(千股),自營買賣超市值(百萬)
M2600  ,航運業類指數 ,20190417,      357,   -26.01,      402,     6.31,     -278,    -9.31
M2500  ,建材營造類指數,20190417,      637,   -63.19,       26,     1.96,     -793,   -17.23
M2000  ,鋼鐵工業類指數,20190417,     2033,     1.35,    -3125,  -135.81,    -1086,   -38.12
M1800  ,玻璃陶瓷類指數,20190417,      640,     7.99,        0,     0.00,      -10,    -0.07
M1900  ,造紙工業類指數,20190417,      409,     4.89,      -29,    -0.59,     -274,    -4.87
M2600  ,航運業類指數 ,20190418,     3103,    -2.86,      127,     4.30,      782,    23.57
M2500  ,建材營造類指數,20190418,    -9227,  -252.80,     -228,   -15.49,     -326,    -6.83
M2000  ,鋼鐵工業類指數,20190418,    -6010,  -184.11,     -174,    -6.79,     -175,     1.29
M1800  ,玻璃陶瓷類指數,20190418,     -430,    -4.91,        0,     0.00,        1,     0.01
M1900  ,造紙工業類指數,20190418,    -2650,   -44.30,        0,     0.00,      -72,    -1.29
M2600  ,航運業類指數 ,20190419,     6284,   133.01,      500,     6.43,     1886,    31.77
M2500  ,建材營造類指數,20190419,     -964,   -31.19,      -21,    -1.28,     -552,    -9.05
M2000  ,鋼鐵工業類指數,20190419,     1060,     7.31,     -171,    -4.90,     -105,    -0.04
M1800  ,玻璃陶瓷類指數,20190419,     -340,    -3.96,        0,     0.00,      -11,    -0.12
M1900  ,造紙工業類指數,20190419,     -106,    -2.06,        0,     0.00,      -68,    -1.37
M2600  ,航運業類指數 ,20190422,     5177,    51.53,      -11,    -0.16,    -1048,   -14.83
M2500  ,建材營造類指數,20190422,      627,   -37.91,     -163,   -11.94,     -517,   -10.49
M2000  ,鋼鐵工業類指數,20190422,     2074,    -3.28,       18,     1.33,      456,     8.33
M1800  ,玻璃陶瓷類指數,20190422,     -245,    -3.00,        2,     0.03,        1,     0.01
M1900  ,造紙工業類指數,20190422,      338,     5.50,      -10,    -0.16,      121,     2.02
M2600  ,航運業類指數 ,20190423,      452,   -17.97,     -762,   -13.75,      173,   -11.58
M2500  ,建材營造類指數,20190423,     1324,    -0.29,     -227,   -17.97,      414,     2.67
M2000  ,鋼鐵工業類指數,20190423,      -64,   -52.48,      -62,    -0.72,     1360,    25.57
M1800  ,玻璃陶瓷類指數,20190423,     -103,    -1.29,        0,     0.00,       -7,    -0.05
M1900  ,造紙工業類指數,20190423,     -928,   -17.14,        0,     0.00,      -14,    -0.25
M2600  ,航運業類指數 ,20190424,    -4856,   -47.99,      413,     8.77,     -143,     0.93
M2500  ,建材營造類指數,20190424,    -1761,   -48.85,      293,    22.31,     -922,     1.44
M2000  ,鋼鐵工業類指數,20190424,    -5370,  -136.68,     1082,    14.30,     1969,    31.65
M1800  ,玻璃陶瓷類指數,20190424,     -255,    -3.15,        0,     0.00,      -94,    -1.16
M1900  ,造紙工業類指數,20190424,     -553,    -9.46,        0,     0.00,     -236,    -3.79
M2600  ,航運業類指數 ,20190425,     9238,   114.24,    -3779,   -52.77,    -1180,   -26.40
M2500  ,建材營造類指數,20190425,      716,     9.87,       62,     0.67,      -14,     3.17
M2000  ,鋼鐵工業類指數,20190425,    -2515,   -95.70,       -5,    -1.36,    -1070,   -23.49
M1800  ,玻璃陶瓷類指數,20190425,     -173,    -2.04,        0,     0.00,        0,     0.00
M1900  ,造紙工業類指數,20190425,     -357,    -5.63,       63,     1.27,       -8,    -0.17
M2600  ,航運業類指數 ,20190426,     4070,    76.62,     -302,    -8.97,     -606,    -8.84
M2500  ,建材營造類指數,20190426,    -1489,    -8.96,      139,    10.68,      -88,     4.40
M2000  ,鋼鐵工業類指數,20190426,     -745,   -61.40,      -42,    -1.76,    -1640,   -26.32
M1800  ,玻璃陶瓷類指數,20190426,      -73,    -0.70,        0,     0.00,        0,     0.00
M1900  ,造紙工業類指數,20190426,      -99,    -1.73,        0,     0.00,      -35,    -0.59
M2600  ,航運業類指數 ,20190429,     6689,   112.07,     -689,    -7.78,      351,     4.34
M2500  ,建材營造類指數,20190429,     3744,   126.43,      322,    25.66,     -385,     2.00
M2000  ,鋼鐵工業類指數,20190429,     -304,    -4.99,      -14,    -0.21,     -636,    -5.84
M1800  ,玻璃陶瓷類指數,20190429,     -126,    -1.33,        0,     0.00,        0,     0.00
M1900  ,造紙工業類指數,20190429,     1003,    16.33,        0,     0.00,      304,     5.08
M2600  ,航運業類指數 ,20190430,     7589,   125.91,    -1419,   -16.00,    -1083,   -16.23
M2500  ,建材營造類指數,20190430,      866,   -20.43,      419,    32.70,     -848,    14.76
M2000  ,鋼鐵工業類指數,20190430,    -2525,  -137.40,     -952,   -23.68,       -1,    -2.82
M1800  ,玻璃陶瓷類指數,20190430,     -280,    -2.82,        0,     0.00,        0,     0.00
M1900  ,造紙工業類指數,20190430,     3791,    66.81,        0,     0.00,     1880,    34.04
M2600  ,航運業類指數 ,20190502,     8834,   134.03,    -1121,    -7.26,     -615,   -11.07
M2500  ,建材營造類指數,20190502,      626,    55.88,      200,    16.02,      -48,     3.11
M2000  ,鋼鐵工業類指數,20190502,    -3583,  -154.61,     -117,    -5.01,     -945,   -14.13
M1800  ,玻璃陶瓷類指數,20190502,     -187,    -1.96,        0,     0.00,     -122,    -1.50
M1900  ,造紙工業類指數,20190502,    -3200,   -57.16,        0,     0.00,    -1075,   -18.62
M2600  ,航運業類指數 ,20190503,      252,    36.96,        4,     0.06,      216,    -3.09
M2500  ,建材營造類指數,20190503,     -801,    -7.78,        8,     0.41,      139,     4.68
M2000  ,鋼鐵工業類指數,20190503,    -6130,   -89.68,      -77,    -1.87,     -160,    -9.66
M1800  ,玻璃陶瓷類指數,20190503,     -107,    -1.10,        0,     0.00,       -6,    -0.12
M1900  ,造紙工業類指數,20190503,     -473,    -7.84,        0,     0.00,       23,     0.37
M2600  ,航運業類指數 ,20190506,    -9997,  -148.37,       70,     2.62,    -1819,   -19.78
M2500  ,建材營造類指數,20190506,    -2801,   -46.75,        0,     0.00,     -927,    -6.33
M2000  ,鋼鐵工業類指數,20190506,   -10626,  -255.93,    -1230,   -17.68,     -972,   -13.63
M1800  ,玻璃陶瓷類指數,20190506,     -172,    -2.04,        0,     0.00,       -3,    -0.12
M1900  ,造紙工業類指數,20190506,    -1058,   -17.36,        7,     0.12,     -728,   -11.58
M2600  ,航運業類指數 ,20190507,    -5257,   -89.34,     -280,    -4.24,    -2278,   -37.67
M2500  ,建材營造類指數,20190507,      879,    -4.86,      100,     2.14,     -259,    -2.67
M2000  ,鋼鐵工業類指數,20190507,    -3385,   -76.03,      236,    22.62,    -2818,   -51.91
M1800  ,玻璃陶瓷類指數,20190507,      525,     6.73,        0,     0.00,       -8,    -0.05
M1900  ,造紙工業類指數,20190507,     -331,    -5.57,        0,     0.00,      -91,    -1.21
M2600  ,航運業類指數 ,20190508,    -4259,   -29.86,     -921,   -29.51,     -286,    -1.29
M2500  ,建材營造類指數,20190508,      148,     7.16,      100,     2.19,      226,    18.73
M2000  ,鋼鐵工業類指數,20190508,    -7213,  -171.87,      191,    12.36,      771,     6.00
M1800  ,玻璃陶瓷類指數,20190508,     -151,    -1.30,        0,     0.00,      115,     1.40
M1900  ,造紙工業類指數,20190508,      475,     9.58,        0,     0.00,       23,     0.37
M2600  ,航運業類指數 ,20190509,   -14986,  -255.03,    -3700,   -36.78,    -3176,   -45.19
M2500  ,建材營造類指數,20190509,    -2892,   -85.35,       60,     1.29,      761,    24.19
M2000  ,鋼鐵工業類指數,20190509,   -19434,  -431.71,      183,    11.37,     -853,   -32.08
M1800  ,玻璃陶瓷類指數,20190509,      -71,    -0.83,        0,     0.00,       -5,    -0.06
M1900  ,造紙工業類指數,20190509,    -1029,   -15.62,        0,     0.00,     -273,    -4.77
M2600  ,航運業類指數 ,20190510,    -2661,    20.83,    -5629,   -65.09,    -1679,   -26.93
M2500  ,建材營造類指數,20190510,     -343,   -80.35,       28,    -0.08,      812,    30.39
M2000  ,鋼鐵工業類指數,20190510,   -12517,  -266.02,      190,    11.58,      625,    25.51
M1800  ,玻璃陶瓷類指數,20190510,      -87,    -1.24,        0,     0.00,       17,     0.20
M1900  ,造紙工業類指數,20190510,    -1326,   -19.57,        0,     0.00,       61,     0.86
M2600  ,航運業類指數 ,20190513,     6772,   315.00,    -1097,   -10.11,      693,    24.86
M2500  ,建材營造類指數,20190513,     1873,    42.55,      314,     5.36,     1393,    46.44
M2000  ,鋼鐵工業類指數,20190513,   -10541,  -222.73,       23,     0.84,     -186,    -0.81
M1800  ,玻璃陶瓷類指數,20190513,     -674,    -7.72,        0,     0.00,       66,     0.77
M1900  ,造紙工業類指數,20190513,      316,     6.32,        2,     0.03,       90,     1.05
M2600  ,航運業類指數 ,20190514,     -700,    87.77,    -2907,   -31.33,     2864,    44.72
M2500  ,建材營造類指數,20190514,     1279,   -15.68,     1700,    39.02,     1448,    53.06
M2000  ,鋼鐵工業類指數,20190514,   -24397,  -575.81,      -17,    -0.42,     3904,    96.56
M1800  ,玻璃陶瓷類指數,20190514,       91,     1.18,        0,     0.00,      381,     4.37
M1900  ,造紙工業類指數,20190514,      603,     9.87,        0,     0.00,      619,     9.31
M2600  ,航運業類指數 ,20190515,     7342,   231.43,     -820,    -2.33,      822,    38.35
M2500  ,建材營造類指數,20190515,     3996,    -6.77,      -90,    -4.30,      507,    13.33
M2000  ,鋼鐵工業類指數,20190515,   -13955,  -331.74,      -62,    -1.55,     -639,   -23.33
M1800  ,玻璃陶瓷類指數,20190515,      376,     4.77,        0,     0.00,       62,     0.76
M1900  ,造紙工業類指數,20190515,      369,     4.49,        0,     0.00,      -76,    -1.22
M2600  ,航運業類指數 ,20190516,    -2046,    -4.83,     -297,    -4.36,    -1125,   -29.21
M2500  ,建材營造類指數,20190516,     4994,   -12.80,      -56,    -4.42,     2198,    34.61
M2000  ,鋼鐵工業類指數,20190516,    -9815,  -224.69,     -426,   -10.22,      -89,     1.89
M1800  ,玻璃陶瓷類指數,20190516,     -244,    -2.76,        0,     0.00,      -11,    -0.12
M1900  ,造紙工業類指數,20190516,     -570,    -9.52,        0,     0.00,      -58,    -1.01
M2600  ,航運業類指數 ,20190517,     1027,    46.72,     -739,   -13.45,     -795,   -11.24
M2500  ,建材營造類指數,20190517,     3004,   -44.03,     -356,   -24.08,     -967,    -0.66
M2000  ,鋼鐵工業類指數,20190517,   -11832,  -240.79,       17,     0.38,    -3361,   -31.56
M1800  ,玻璃陶瓷類指數,20190517,     -267,    -3.13,        0,     0.00,       -1,    -0.01
M1900  ,造紙工業類指數,20190517,      -10,    -1.45,        0,     0.00,     -154,    -2.44
M2600  ,航運業類指數 ,20190520,     4944,   125.08,        3,     0.12,     2595,    52.94
M2500  ,建材營造類指數,20190520,     3853,    62.21,      -72,    -5.65,     1931,    61.55
M2000  ,鋼鐵工業類指數,20190520,    -1538,   -59.45,      102,     5.89,     3247,   107.38
M1800  ,玻璃陶瓷類指數,20190520,     -243,    -2.88,        0,     0.00,      368,     4.38
M1900  ,造紙工業類指數,20190520,      217,     2.13,        1,     0.02,      658,     9.13
M2600  ,航運業類指數 ,20190521,    14554,   363.60,      792,    33.03,      828,    13.20
M2500  ,建材營造類指數,20190521,     4358,    37.60,     1714,    44.90,     1243,    58.23
M2000  ,鋼鐵工業類指數,20190521,     3689,    80.50,      100,     6.31,      537,     1.82
M1800  ,玻璃陶瓷類指數,20190521,      326,     3.77,        0,     0.00,      124,     1.47
M1900  ,造紙工業類指數,20190521,     1502,    24.17,        0,     0.00,      264,     3.94
M2600  ,航運業類指數 ,20190522,       -1,     3.21,    -1053,   -10.36,      -46,    -6.73
M2500  ,建材營造類指數,20190522,     8924,    85.12,     -131,   -10.35,     1016,    25.36
M2000  ,鋼鐵工業類指數,20190522,    -5015,  -111.71,       35,     0.86,      110,    -3.91
M1800  ,玻璃陶瓷類指數,20190522,     -196,    -1.42,        0,     0.00,        8,     0.17
M1900  ,造紙工業類指數,20190522,       76,     0.65,        0,     0.00,     -163,    -2.46
M2600  ,航運業類指數 ,20190523,     6050,   227.81,      164,     5.34,     -695,   -13.57
M2500  ,建材營造類指數,20190523,     5881,    68.53,     2524,    78.09,      978,    53.83
M2000  ,鋼鐵工業類指數,20190523,    -1965,   -35.83,      -49,    -0.78,     1217,    43.96
M1800  ,玻璃陶瓷類指數,20190523,      339,     4.11,        0,     0.00,      -14,    -0.17
M1900  ,造紙工業類指數,20190523,     -557,    -9.62,       15,     0.28,     -280,    -4.34
M2600  ,航運業類指數 ,20190524,     9061,   210.10,    -1524,   -20.73,     -162,    -6.06
M2500  ,建材營造類指數,20190524,    11244,   216.73,      565,    42.95,     1246,    37.32
M2000  ,鋼鐵工業類指數,20190524,    -1635,   -86.66,        7,     0.16,     -266,   -12.71
M1800  ,玻璃陶瓷類指數,20190524,      245,     3.05,        0,     0.00,       -5,    -0.03
M1900  ,造紙工業類指數,20190524,      145,     1.05,        2,     0.03,       -8,    -0.12
M2600  ,航運業類指數 ,20190527,     3954,    19.81,      874,    41.02,     -133,    -5.91
M2500  ,建材營造類指數,20190527,    15570,   392.12,     4025,   267.07,     1433,    38.11
M2000  ,鋼鐵工業類指數,20190527,    -1688,    -9.02,        0,     0.00,     -693,   -17.23
M1800  ,玻璃陶瓷類指數,20190527,      610,     7.70,        0,     0.00,      -11,    -0.09
M1900  ,造紙工業類指數,20190527,     -783,   -14.54,        0,     0.00,      -91,    -1.42
M2600  ,航運業類指數 ,20190528,    -4043,   -76.08,      278,    11.20,     -466,   -10.91
M2500  ,建材營造類指數,20190528,    -3454,   -53.52,      756,    43.57,      698,    35.56
M2000  ,鋼鐵工業類指數,20190528,     5771,   148.47,      -13,    -0.33,       32,    -0.95
M1800  ,玻璃陶瓷類指數,20190528,     -630,    -3.32,        0,     0.00,       56,     0.39
M1900  ,造紙工業類指數,20190528,      -50,    -2.59,        0,     0.00,      -65,    -1.01
M2600  ,航運業類指數 ,20190529,     3292,   202.48,      -20,    -1.00,      -98,     3.61
M2500  ,建材營造類指數,20190529,     4894,    95.45,      957,    61.97,      711,    50.16
M2000  ,鋼鐵工業類指數,20190529,    -2468,   -24.87,       17,     0.66,      -65,     2.63
M1800  ,玻璃陶瓷類指數,20190529,     -305,    -2.47,        0,     0.00,       36,     0.18
M1900  ,造紙工業類指數,20190529,    -1801,   -30.30,        0,     0.00,       -9,    -0.12
M2600  ,航運業類指數 ,20190530,     2173,   103.18,     -652,     3.92,      674,    21.81
M2500  ,建材營造類指數,20190530,     8941,   192.89,      -57,     3.70,      101,    43.17
M2000  ,鋼鐵工業類指數,20190530,    -4492,  -113.65,       65,     4.28,     -256,   -12.93
M1800  ,玻璃陶瓷類指數,20190530,       66,     0.63,        0,     0.00,       -1,    -0.09
M1900  ,造紙工業類指數,20190530,     -870,   -13.69,        0,     0.00,       15,     0.32
M2600  ,航運業類指數 ,20190531,    12763,   329.99,     -942,   -13.49,     -774,   -36.48
M2500  ,建材營造類指數,20190531,     8805,   156.47,     2156,   107.32,     -694,   -19.43
M2000  ,鋼鐵工業類指數,20190531,     2973,    78.54,     -275,   -11.63,      -79,     5.20
M1800  ,玻璃陶瓷類指數,20190531,      383,     4.77,      -61,    -0.74,      -46,    -0.56
M1900  ,造紙工業類指數,20190531,   -10496,  -153.82,     -102,    -2.34,       34,     0.50
M2600  ,航運業類指數 ,20190603,     6281,   142.72,     -271,    17.22,     1200,    46.65
M2500  ,建材營造類指數,20190603,    12533,   327.49,       26,     3.00,      266,    12.90
M2000  ,鋼鐵工業類指數,20190603,     2025,    43.71,        0,     0.00,     -186,    -9.05
M1800  ,玻璃陶瓷類指數,20190603,      326,     5.12,        0,     0.00,      -11,    -0.14
M1900  ,造紙工業類指數,20190603,      544,     7.49,        0,     0.00,       57,     0.89
M2600  ,航運業類指數 ,20190604,     8351,    47.48,      345,    15.47,     -419,   -15.07
M2500  ,建材營造類指數,20190604,     5117,   163.35,      201,     0.52,     -240,    -1.19
M2000  ,鋼鐵工業類指數,20190604,     1669,    62.66,      -74,    -1.50,       16,     8.47
M1800  ,玻璃陶瓷類指數,20190604,     -196,    -2.38,        0,     0.00,      -30,    -0.37
M1900  ,造紙工業類指數,20190604,      426,     6.93,        0,     0.00,      -74,    -1.10
M2600  ,航運業類指數 ,20190605,     6357,   171.22,      242,     8.45,     -219,    21.55
M2500  ,建材營造類指數,20190605,     3217,    34.99,      845,    31.95,      -78,    -1.49
M2000  ,鋼鐵工業類指數,20190605,      715,    28.17,      100,     6.86,      406,    29.63
M1800  ,玻璃陶瓷類指數,20190605,      -74,    -0.59,        0,     0.00,       74,     0.90
M1900  ,造紙工業類指數,20190605,     -230,    -2.50,        0,     0.00,      -60,    -0.88
M2600  ,航運業類指數 ,20190606,     9944,    69.91,      883,    41.19,    -1060,   -27.63
M2500  ,建材營造類指數,20190606,     2930,    69.25,      697,    30.33,       40,     7.52
M2000  ,鋼鐵工業類指數,20190606,       66,    26.87,     1663,    41.47,    -1070,   -76.62
M1800  ,玻璃陶瓷類指數,20190606,       41,     0.15,        0,     0.00,      162,     2.55
M1900  ,造紙工業類指數,20190606,       24,     0.83,        0,     0.00,     -109,    -1.40
M2600  ,航運業類指數 ,20190610,     1333,    57.41,    -1777,   -17.25,      141,    -3.42
M2500  ,建材營造類指數,20190610,     7864,   200.42,      262,    29.02,      888,    46.74
M2000  ,鋼鐵工業類指數,20190610,     2429,    64.86,      700,    17.15,      108,    11.92
M1800  ,玻璃陶瓷類指數,20190610,     -249,    -4.17,        0,     0.00,     -135,    -2.03
M1900  ,造紙工業類指數,20190610,      131,     2.96,        0,     0.00,       15,     0.29
M2600  ,航運業類指數 ,20190611,     5649,   100.72,     -225,    -7.41,     -162,    -1.83
M2500  ,建材營造類指數,20190611,      451,    46.30,      755,    20.28,    -1060,     5.37
M2000  ,鋼鐵工業類指數,20190611,     -976,     6.18,      -49,    -1.26,      361,    11.94
M1800  ,玻璃陶瓷類指數,20190611,     -272,    -3.91,        0,     0.00,        2,     0.03
M1900  ,造紙工業類指數,20190611,     1341,    18.57,        0,     0.00,      -29,    -0.55
M2600  ,航運業類指數 ,20190612,     8153,   147.60,      157,     5.96,     -417,   -18.10
M2500  ,建材營造類指數,20190612,    -2436,   -66.74,      246,     1.42,      398,    20.27
M2000  ,鋼鐵工業類指數,20190612,     3026,    92.44,      -54,    -1.20,      596,    39.19
M1800  ,玻璃陶瓷類指數,20190612,     -643,    -8.90,        7,     0.08,       -6,    -0.17
M1900  ,造紙工業類指數,20190612,      -23,    -0.73,        8,     0.12,      -87,    -1.29
M2600  ,航運業類指數 ,20190613,     2867,   128.62,      593,     6.97,       61,    -0.70
M2500  ,建材營造類指數,20190613,      445,    -4.99,       53,    -1.78,      -57,     2.40
M2000  ,鋼鐵工業類指數,20190613,    -2660,   -27.06,       52,     1.40,     -106,    -9.18
M1800  ,玻璃陶瓷類指數,20190613,     -192,    -2.71,        7,     0.08,       -6,    -0.09
M1900  ,造紙工業類指數,20190613,     -549,    -8.83,        8,     0.12,      -19,    -0.27
M2600  ,航運業類指數 ,20190614,    -1239,     3.25,      546,    18.26,      601,     3.18
M2500  ,建材營造類指數,20190614,    -1240,    -6.54,      392,    19.28,      505,    20.88
M2000  ,鋼鐵工業類指數,20190614,     4088,   135.37,      260,    11.83,      135,     0.71
M1800  ,玻璃陶瓷類指數,20190614,      415,     7.10,        0,     0.00,       -4,    -0.05
M1900  ,造紙工業類指數,20190614,     -202,    -2.29,        0,     0.00,      -23,    -0.38
M2600  ,航運業類指數 ,20190617,     1279,    36.75,      668,    18.54,      332,    10.39
M2500  ,建材營造類指數,20190617,    -1002,    20.49,      982,    27.84,     -222,     0.22
M2000  ,鋼鐵工業類指數,20190617,     1739,    75.91,      619,    29.54,      501,    21.16
M1800  ,玻璃陶瓷類指數,20190617,     -865,   -14.77,        7,     0.08,       18,     0.21
M1900  ,造紙工業類指數,20190617,      727,    11.18,        8,     0.12,       34,     0.58
M2600  ,航運業類指數 ,20190618,     8528,   189.39,      831,    27.29,      687,    33.90
M2500  ,建材營造類指數,20190618,    -2696,   -32.46,      118,     3.51,        7,     3.64
M2000  ,鋼鐵工業類指數,20190618,     1669,    49.68,      702,    31.30,      -65,    -6.32
M1800  ,玻璃陶瓷類指數,20190618,     -457,    -6.48,        0,     0.00,        9,     0.11
M1900  ,造紙工業類指數,20190618,     -131,    -1.74,        5,    -0.04,      129,     2.55
M2600  ,航運業類指數 ,20190619,    15462,   256.98,      663,    24.91,     3053,    73.34
M2500  ,建材營造類指數,20190619,     7011,   193.77,      197,    10.05,     2177,    53.83
M2000  ,鋼鐵工業類指數,20190619,    14712,   413.29,      295,    18.00,     4094,   118.85
M1800  ,玻璃陶瓷類指數,20190619,      457,     5.72,        0,     0.00,      534,     6.51
M1900  ,造紙工業類指數,20190619,     1862,    29.03,        1,     1.99,     1661,    26.77
M2600  ,航運業類指數 ,20190620,    23095,   259.50,     1200,    30.01,      760,    12.60
M2500  ,建材營造類指數,20190620,      928,    14.19,     -147,    -6.87,     1637,    30.65
M2000  ,鋼鐵工業類指數,20190620,     -478,     3.45,     -268,    -2.57,      511,    10.34
M1800  ,玻璃陶瓷類指數,20190620,     -305,    -4.27,        0,     0.00,       65,     0.78
M1900  ,造紙工業類指數,20190620,      776,    12.78,       30,     0.47,      344,     6.17
M2600  ,航運業類指數 ,20190621,     4952,   127.02,     -374,   -10.32,      925,    19.11
M2500  ,建材營造類指數,20190621,      635,    15.33,     -170,   -14.31,      135,    17.64
M2000  ,鋼鐵工業類指數,20190621,     6097,   133.90,     4992,   237.91,     -748,   -37.42
M1800  ,玻璃陶瓷類指數,20190621,     -720,    -9.24,        1,     0.01,        7,     0.08
M1900  ,造紙工業類指數,20190621,     1357,    27.23,       22,     0.34,     -124,    -2.49
M2600  ,航運業類指數 ,20190624,   -11104,   -70.58,    -2940,   -41.90,      838,    17.93
M2500  ,建材營造類指數,20190624,     3327,   124.85,      -63,   -12.86,     -230,   -10.48
M2000  ,鋼鐵工業類指數,20190624,     2474,    -7.26,     5031,   220.89,     -318,   -17.50
M1800  ,玻璃陶瓷類指數,20190624,      394,     3.44,      -11,    -0.13,        9,     0.11
M1900  ,造紙工業類指數,20190624,     1885,    27.26,      -16,    -0.24,      -65,    -1.03
M2600  ,航運業類指數 ,20190625,    -5625,   -27.19,        0,     0.00,      302,     5.21
M2500  ,建材營造類指數,20190625,       90,    27.40,      712,    18.88,      160,     8.43
M2000  ,鋼鐵工業類指數,20190625,    -4695,  -168.57,     4540,   236.13,      567,    26.12
M1800  ,玻璃陶瓷類指數,20190625,     -319,    -6.84,        0,     0.00,        1,    -0.05
M1900  ,造紙工業類指數,20190625,     -251,    -4.87,      133,     2.76,      -63,    -1.07
M2600  ,航運業類指數 ,20190626,     3082,    78.41,     -160,   -10.88,     -380,    -4.40
M2500  ,建材營造類指數,20190626,    -3768,   -94.89,      493,    27.56,      706,    19.64
M2000  ,鋼鐵工業類指數,20190626,      691,    19.23,     -249,   -13.97,      457,    13.16
M1800  ,玻璃陶瓷類指數,20190626,     -848,   -12.76,        0,     0.00,       21,    -0.09
M1900  ,造紙工業類指數,20190626,      539,     8.17,       49,     0.77,       38,     0.47
M2600  ,航運業類指數 ,20190627,      -52,    48.12,        5,     0.23,       46,     1.35
M2500  ,建材營造類指數,20190627,     -965,   -38.40,     -224,   -13.17,     -196,    12.74
M2000  ,鋼鐵工業類指數,20190627,     6849,   133.89,     -109,    -5.68,     -206,   -11.68
M1800  ,玻璃陶瓷類指數,20190627,      317,     2.72,        0,     0.00,       13,     0.35
M1900  ,造紙工業類指數,20190627,     1900,    28.12,        2,     0.03,     1049,    15.85
M2600  ,航運業類指數 ,20190628,      732,    11.58,     -559,    -8.36,      595,    11.22
M2500  ,建材營造類指數,20190628,    -9044,  -272.17,      -44,    -1.30,     -220,     4.53
M2000  ,鋼鐵工業類指數,20190628,    -1093,   -27.29,       -3,    -0.08,     -277,   -12.33
M1800  ,玻璃陶瓷類指數,20190628,      -73,    -1.25,        0,     0.00,        6,     0.21
M1900  ,造紙工業類指數,20190628,     -247,    -4.45,        0,     0.00,    -1117,   -17.94
M2600  ,航運業類指數 ,20190701,     8574,    49.77,    -1864,   -27.49,      672,    22.83
M2500  ,建材營造類指數,20190701,    -3037,   -89.11,       65,     1.81,      316,    16.25
M2000  ,鋼鐵工業類指數,20190701,    -1024,   -34.49,    -1310,   -35.40,      385,     5.92
M1800  ,玻璃陶瓷類指數,20190701,       47,    -0.89,        0,     0.00,       11,     0.19
M1900  ,造紙工業類指數,20190701,      994,    13.93,        0,     0.00,      219,     4.92
M2600  ,航運業類指數 ,20190702,     6494,   231.36,    -2143,  -102.36,      760,    18.50
M2500  ,建材營造類指數,20190702,      790,   -46.08,    -2578,  -147.41,      838,    58.90
M2000  ,鋼鐵工業類指數,20190702,    -6135,  -166.03,     -436,   -17.25,      149,     7.58
M1800  ,玻璃陶瓷類指數,20190702,      457,     5.95,        0,     0.00,        3,     0.09
M1900  ,造紙工業類指數,20190702,      821,    12.72,        0,     0.00,      569,    11.67
M2600  ,航運業類指數 ,20190703,     6275,    97.94,    -5501,   -83.57,      -95,    -3.70
M2500  ,建材營造類指數,20190703,     1456,   105.11,     -942,   -77.50,     -929,   -66.57
M2000  ,鋼鐵工業類指數,20190703,    -2796,   -90.10,      290,    21.58,    -1199,   -32.05
M1800  ,玻璃陶瓷類指數,20190703,     -777,   -11.34,        0,     0.00,       51,     0.93
M1900  ,造紙工業類指數,20190703,      548,     7.53,        0,     0.00,       56,     2.22
M2600  ,航運業類指數 ,20190704,    -1279,   -21.33,     -318,    -2.87,      726,     8.17
M2500  ,建材營造類指數,20190704,     2656,   110.33,      -92,    -7.34,     -503,   -22.99
M2000  ,鋼鐵工業類指數,20190704,    -1276,   -41.02,    -1232,   -33.44,      345,    17.46
M1800  ,玻璃陶瓷類指數,20190704,       70,     0.90,        0,     0.00,        4,     0.13
M1900  ,造紙工業類指數,20190704,      606,     8.99,        0,     0.00,      238,     5.26
M2600  ,航運業類指數 ,20190705,     5308,    70.72,     -953,   -14.70,       -7,    -1.33
M2500  ,建材營造類指數,20190705,    -1685,   -27.54,        1,     0.11,     -242,   -11.47
M2000  ,鋼鐵工業類指數,20190705,    -1367,   -48.93,       95,    12.12,     -118,    -8.64
M1800  ,玻璃陶瓷類指數,20190705,     -133,    -1.27,        0,     0.00,       86,     1.23
M1900  ,造紙工業類指數,20190705,      841,    11.62,        2,     0.03,      356,     7.27
M2600  ,航運業類指數 ,20190708,    10799,   141.74,    -2077,   -28.56,     -847,   -13.57
M2500  ,建材營造類指數,20190708,    -1181,   -41.94,     -610,   -30.76,     -404,   -12.41
M2000  ,鋼鐵工業類指數,20190708,    -3484,   -98.72,       86,     7.13,     -182,    -6.58
M1800  ,玻璃陶瓷類指數,20190708,     -253,    -3.59,        0,     0.00,     -111,    -1.38
M1900  ,造紙工業類指數,20190708,     -259,    -7.12,        0,     0.00,       90,     2.15
M2600  ,航運業類指數 ,20190709,    11150,   190.10,     -544,    -2.12,     -367,    -9.14
M2500  ,建材營造類指數,20190709,    -1197,   -19.39,     1799,    38.75,      615,    19.76
M2000  ,鋼鐵工業類指數,20190709,    -6538,  -156.89,     -238,   -10.04,      368,    25.29
M1800  ,玻璃陶瓷類指數,20190709,       65,     0.22,        0,     0.00,       -2,     0.09
M1900  ,造紙工業類指數,20190709,     1738,    24.14,        4,     0.06,     -102,    -1.52
M2600  ,航運業類指數 ,20190710,     9070,   145.42,    -4541,   -66.80,     2083,    50.78
M2500  ,建材營造類指數,20190710,    -5970,  -143.12,     -440,   -24.24,     1058,    32.27
