證券名稱,簡稱,年月日,外資買賣超(千股),外資買賣超市值(百萬),投信買賣超(千股),投信買賣超市值(百萬),自營買賣超(千股),自營買賣超市值(百萬)
M2500  ,建材營造類指數,20001218,      130,     0.40,        0,     0.00,       -1,     0.00
M2000  ,鋼鐵工業類指數,20001218,     1950,    38.64,      593,    11.80,     -201,    -1.72
M1800  ,玻璃陶瓷類指數,20001218,       41,     1.16,     -546,   -15.51,        2,     0.06
M1900  ,造紙工業類指數,20001218,       -6,    -0.17,        0,     0.00,        0,     0.00
M2600  ,航運業類指數 ,20001219,     5101,   114.50,    -1347,   -13.69,     -402,    -7.95
M2500  ,建材營造類指數,20001219,      350,     2.28,      137,     1.89,      -37,    -0.23
M2000  ,鋼鐵工業類指數,20001219,     2156,    43.23,     3872,    78.99,    -2050,   -41.25
M1800  ,玻璃陶瓷類指數,20001219,       90,     2.64,    -1141,   -33.43,       -6,    -0.18
M1900  ,造紙工業類指數,20001219,       -9,    -0.04,    -1000,   -11.10,        0,     0.00
M2600  ,航運業類指數 ,20001220,      -24,    -0.50,      875,    26.78,     -564,    -7.82
M2500  ,建材營造類指數,20001220,      -34,    -0.26,      735,    10.29,      599,     2.01
M2000  ,鋼鐵工業類指數,20001220,     -658,   -13.37,     2398,    48.95,      -29,    -0.59
M1800  ,玻璃陶瓷類指數,20001220,      -58,    -1.64,     -208,    -5.87,       -4,    -0.11
M1900  ,造紙工業類指數,20001220,       -6,    -0.07,      321,     3.49,        0,     0.00
M2600  ,航運業類指數 ,20001221,      782,    13.29,     -290,    -7.63,       25,    -1.10
M2500  ,建材營造類指數,20001221,     1107,     4.73,      364,     4.99,        0,     0.00
M2000  ,鋼鐵工業類指數,20001221,     4871,    69.04,      -91,    -1.81,        0,     0.00
M1800  ,玻璃陶瓷類指數,20001221,      113,     3.19,     -220,    -6.20,        0,     0.00
M1900  ,造紙工業類指數,20001221,      158,     4.93,      600,     6.63,        0,     0.00
M2600  ,航運業類指數 ,20001222,     -818,   -14.30,    -2188,   -38.88,     -189,    -1.05
M2500  ,建材營造類指數,20001222,     -802,    -5.18,      453,     5.74,     -674,    -4.66
M2000  ,鋼鐵工業類指數,20001222,     2819,    22.20,      602,    11.72,      -78,    -1.55
M1800  ,玻璃陶瓷類指數,20001222,       86,     2.54,      378,    11.15,      -11,    -0.33
M1900  ,造紙工業類指數,20001222,     -138,    -1.19,     1300,    15.15,        0,     0.00
M2600  ,航運業類指數 ,20001226,      703,    15.97,    -1034,    -5.79,       88,    -5.06
M2500  ,建材營造類指數,20001226,        0,     0.00,        0,     0.00,      336,     0.26
M2000  ,鋼鐵工業類指數,20001226,     3322,    65.45,      431,     8.44,       -5,    -0.10
M1800  ,玻璃陶瓷類指數,20001226,      -19,    -0.55,     -203,    -5.83,        0,     0.00
M1900  ,造紙工業類指數,20001226,        0,     0.00,      210,     2.37,        0,     0.00
M2600  ,航運業類指數 ,20001227,     -153,   -17.22,    -2171,   -19.42,      835,     7.21
M2500  ,建材營造類指數,20001227,    -6026,   -21.84,      197,     2.68,     6029,    21.00
M2000  ,鋼鐵工業類指數,20001227,     2420,    33.04,     1056,    20.59,      -10,    -0.01
M1800  ,玻璃陶瓷類指數,20001227,      -24,    -0.67,      300,     8.40,        0,     0.00
M1900  ,造紙工業類指數,20001227,       -6,    -0.07,        0,     0.00,        0,     0.00
M2600  ,航運業類指數 ,20001228,      574,     7.32,    -7702,  -135.82,      701,     2.49
M2500  ,建材營造類指數,20001228,     -911,    -1.64,      -45,    -0.63,     1942,     5.76
M2000  ,鋼鐵工業類指數,20001228,     6368,   114.35,     1140,    22.80,     -132,     0.16
M1800  ,玻璃陶瓷類指數,20001228,      110,     3.27,      857,    25.45,        2,     0.06
M1900  ,造紙工業類指數,20001228,       86,     0.68,     -260,    -2.94,     -199,    -3.00
M2600  ,航運業類指數 ,20001229,     -649,   -12.59,    -1662,   -25.07,      314,     1.54
M2500  ,建材營造類指數,20001229,     -532,    -3.22,     -122,    -1.67,    -1227,   -18.41
M2000  ,鋼鐵工業類指數,20001229,     1255,    24.95,     1038,    20.66,      -49,    -0.40
M1800  ,玻璃陶瓷類指數,20001229,      -87,    -2.51,      361,    10.40,       -2,    -0.06
M1900  ,造紙工業類指數,20001229,      -76,    -0.54,    -1412,   -15.46,        0,     0.00
M2600  ,航運業類指數 ,20001230,    -1383,   -27.56,    -2165,   -14.53,       31,     5.71
M2500  ,建材營造類指數,20001230,      -56,    -0.33,     -213,    -2.56,     -513,    -7.70
M2000  ,鋼鐵工業類指數,20001230,      326,     6.54,      720,    14.24,     -153,    -0.62
M1800  ,玻璃陶瓷類指數,20001230,     1990,    59.90,      -81,    -2.44,        0,     0.00
M1900  ,造紙工業類指數,20001230,      -14,    -0.10,      145,     1.56,        0,     0.00
M2600  ,航運業類指數 ,20010102,    -3772,   -88.75,    -1630,    30.85,      860,    14.06
M2500  ,建材營造類指數,20010102,      196,     1.56,        0,     0.00,     1624,    22.60
M2000  ,鋼鐵工業類指數,20010102,      525,    10.23,      170,     3.38,      184,     3.64
M1800  ,玻璃陶瓷類指數,20010102,       60,     1.87,     -340,   -10.61,       79,     2.47
M1900  ,造紙工業類指數,20010102,       40,     0.33,    -2177,   -18.85,        2,     0.02
M2600  ,航運業類指數 ,20010103,     1342,    11.43,    -5453,   -73.61,     -227,    -3.13
M2500  ,建材營造類指數,20010103,    -1437,    -7.99,       -2,    -0.01,       -8,    -0.08
M2000  ,鋼鐵工業類指數,20010103,     -679,   -11.51,    -8953,  -174.57,      -17,    -0.31
M1800  ,玻璃陶瓷類指數,20010103,     -289,    -8.79,    -1473,   -44.78,       29,     0.88
M1900  ,造紙工業類指數,20010103,     -257,    -2.04,    -1722,   -20.15,       -2,    -0.02
M2600  ,航運業類指數 ,20010104,     1184,    18.21,    -6228,   -78.10,     2384,    36.07
M2500  ,建材營造類指數,20010104,      328,     2.08,        0,     0.00,     -438,    -4.04
M2000  ,鋼鐵工業類指數,20010104,    -5655,  -110.76,   -10922,  -212.98,        0,     0.00
M1800  ,玻璃陶瓷類指數,20010104,       78,     2.42,    -1968,   -61.01,      231,     7.16
M1900  ,造紙工業類指數,20010104,        3,    -0.06,    -6851,   -61.21,      238,     1.98
M2600  ,航運業類指數 ,20010105,     1855,    31.61,    -7736,  -141.28,      254,    10.46
M2500  ,建材營造類指數,20010105,      167,     0.97,       -1,     0.00,      122,     0.42
M2000  ,鋼鐵工業類指數,20010105,    -7440,  -140.81,   -21163,  -397.40,      222,     4.16
M1800  ,玻璃陶瓷類指數,20010105,       34,     1.04,    -1676,   -51.29,       73,     2.45
M1900  ,造紙工業類指數,20010105,       16,     0.13,    -2041,   -24.28,      245,     3.22
M2600  ,航運業類指數 ,20010108,    -4893,  -113.27,    -2369,   -39.85,     -474,    14.79
M2500  ,建材營造類指數,20010108,      -22,    -0.18,     -358,    -2.92,     -612,    -3.97
M2000  ,鋼鐵工業類指數,20010108,    -8723,  -162.20,   -10695,  -198.93,      -15,    -0.28
M1800  ,玻璃陶瓷類指數,20010108,      -17,    -0.49,     -949,   -27.52,      121,     3.71
M1900  ,造紙工業類指數,20010108,       -6,    -0.05,     -420,    -5.21,     -600,    -6.12
M2600  ,航運業類指數 ,20010109,    -3436,   -77.71,    -9918,  -157.66,      333,     5.92
M2500  ,建材營造類指數,20010109,      263,     2.03,       -1,     0.00,      435,     0.39
M2000  ,鋼鐵工業類指數,20010109,     2119,    39.40,    -3789,   -71.23,        9,     0.17
M1800  ,玻璃陶瓷類指數,20010109,      102,     3.03,    -1900,   -56.05,       66,     1.95
M1900  ,造紙工業類指數,20010109,       32,     0.27,     -654,    -8.17,      461,     5.49
M2600  ,航運業類指數 ,20010110,     -353,   -14.00,    -5036,   -89.67,     2152,    49.51
M2500  ,建材營造類指數,20010110,      110,     0.68,        0,     0.00,     -112,    -0.76
M2000  ,鋼鐵工業類指數,20010110,    16285,   314.09,      -86,    -0.79,      564,    11.58
M1800  ,玻璃陶瓷類指數,20010110,       34,     0.96,       87,     2.57,     -347,    -2.90
M1900  ,造紙工業類指數,20010110,        0,     0.00,      119,     4.30,     2848,    24.67
M2600  ,航運業類指數 ,20010111,     -494,    -1.78,    -4698,   -79.87,     1354,    26.56
M2500  ,建材營造類指數,20010111,      169,     0.03,      866,     6.45,     -692,    -3.50
M2000  ,鋼鐵工業類指數,20010111,     2563,    48.56,     -519,    -9.89,     -309,    -3.18
M1800  ,玻璃陶瓷類指數,20010111,      442,    12.90,     -834,   -24.46,      -91,    -1.08
M1900  ,造紙工業類指數,20010111,       69,     0.41,     1133,    14.04,     3073,    27.16
M2600  ,航運業類指數 ,20010112,      931,    17.05,     -550,    -6.57,      512,    10.54
M2500  ,建材營造類指數,20010112,      -25,    -0.28,      800,     5.72,        8,     0.08
M2000  ,鋼鐵工業類指數,20010112,     3600,    68.08,     -400,    -7.56,     -644,   -11.94
M1800  ,玻璃陶瓷類指數,20010112,       -9,    -0.26,      121,     3.55,     -152,    -3.82
M1900  ,造紙工業類指數,20010112,        6,     0.05,        0,     0.00,        2,     0.02
M2600  ,航運業類指數 ,20010115,     1113,    21.80,    -1438,   -15.84,       80,     2.27
M2500  ,建材營造類指數,20010115,     1412,     8.24,        4,     0.02,       70,     0.67
M2000  ,鋼鐵工業類指數,20010115,    11696,   222.16,    -1297,   -24.80,      332,     6.26
M1800  ,玻璃陶瓷類指數,20010115,      294,     8.70,      127,     3.73,       41,     1.21
M1900  ,造紙工業類指數,20010115,      301,     2.47,        1,     0.01,       11,     0.13
M2600  ,航運業類指數 ,20010116,     3029,    68.80,    -6941,   -89.18,      237,     5.91
M2500  ,建材營造類指數,20010116,     2270,    14.45,        0,     0.00,    -1058,    -5.14
M2000  ,鋼鐵工業類指數,20010116,     9932,   193.36,    -1492,   -27.51,      940,     3.24
M1800  ,玻璃陶瓷類指數,20010116,      115,     3.45,     -310,    -9.42,      -96,    -0.78
M1900  ,造紙工業類指數,20010116,      429,     3.77,        0,     0.00,       -2,    -0.03
M2600  ,航運業類指數 ,20010117,    -8578,  -125.40,    -4058,   -75.57,     1563,    22.97
M2500  ,建材營造類指數,20010117,      639,     4.01,        7,     0.04,        0,     0.00
M2000  ,鋼鐵工業類指數,20010117,     9529,   186.88,    -1334,   -30.62,      940,     4.67
M1800  ,玻璃陶瓷類指數,20010117,      138,     4.10,     -325,    -9.78,       69,     2.59
M1900  ,造紙工業類指數,20010117,       55,     0.46,     -390,    -5.04,      700,     9.03
M2600  ,航運業類指數 ,20010118,    -5152,  -126.91,    -3446,   -64.61,      620,     3.71
M2500  ,建材營造類指數,20010118,     1677,    10.18,       -1,    -0.01,     -836,    -3.36
M2000  ,鋼鐵工業類指數,20010118,     7882,   159.90,        0,    -4.14,      852,     4.98
M1800  ,玻璃陶瓷類指數,20010118,      314,     9.92,      480,    15.17,     2044,    67.30
M1900  ,造紙工業類指數,20010118,      198,     1.68,     -700,    -7.62,       53,    -1.31
M2600  ,航運業類指數 ,20010129,     -672,    -9.89,        1,    -0.23,      574,    12.05
M2500  ,建材營造類指數,20010129,      145,     0.87,     1152,     9.82,     -242,    -2.07
M2000  ,鋼鐵工業類指數,20010129,     4263,    83.43,    -2964,   -58.09,    -1143,    -9.80
M1800  ,玻璃陶瓷類指數,20010129,       26,     0.80,     -785,   -24.18,      200,     8.75
M1900  ,造紙工業類指數,20010129,      259,     3.44,     -188,    -2.59,    -1660,   -22.94
M2600  ,航運業類指數 ,20010130,     -881,    -5.92,     -748,   -14.02,      126,     2.72
M2500  ,建材營造類指數,20010130,     2263,    12.89,     1000,    10.05,     -450,    -4.06
M2000  ,鋼鐵工業類指數,20010130,    13099,   261.69,    -5084,   -97.47,      141,     0.56
M1800  ,玻璃陶瓷類指數,20010130,    -1732,   -52.83,        0,     0.00,      733,    23.00
M1900  ,造紙工業類指數,20010130,      430,     4.53,      500,     6.83,      700,     9.59
M2600  ,航運業類指數 ,20010131,    -2396,    -9.77,    -4697,   -98.11,      196,     4.84
M2500  ,建材營造類指數,20010131,     1986,    12.38,        1,     0.00,      669,     0.08
M2000  ,鋼鐵工業類指數,20010131,     6044,   120.17,     -742,   -12.02,       26,     7.71
M1800  ,玻璃陶瓷類指數,20010131,      387,    12.00,     -926,   -28.71,     -566,   -17.55
M1900  ,造紙工業類指數,20010131,    -1159,   -16.83,    -1169,   -13.48,      402,     5.49
M2600  ,航運業類指數 ,20010201,    -5034,   -73.59,      -44,    -0.73,      -59,    -1.94
M2500  ,建材營造類指數,20010201,       12,     0.03,      -23,    -0.15,      245,     1.02
M2000  ,鋼鐵工業類指數,20010201,     3619,    73.47,      -21,    -0.28,       98,     1.99
M1800  ,玻璃陶瓷類指數,20010201,      -19,    -0.59,      -53,    -1.59,      455,    11.41
M1900  ,造紙工業類指數,20010201,    -2367,   -31.36,    -1014,   -13.41,      200,     2.65
M2600  ,航運業類指數 ,20010202,    -6321,   -84.23,    -3099,   -55.99,    -2155,   -43.95
M2500  ,建材營造類指數,20010202,     -211,    -1.85,        0,     0.00,     -395,    -2.63
M2000  ,鋼鐵工業類指數,20010202,     4802,    97.79,     1700,    35.02,     3006,    61.99
M1800  ,玻璃陶瓷類指數,20010202,      -75,    -2.34,      -80,    -2.50,     -311,    -3.50
M1900  ,造紙工業類指數,20010202,      -37,    -0.41,    -1321,   -18.36,      162,     3.36
M2600  ,航運業類指數 ,20010205,     1718,    46.82,     9814,   151.51,     1453,    21.83
M2500  ,建材營造類指數,20010205,      480,     2.97,        0,     0.00,    -1731,   -10.46
M2000  ,鋼鐵工業類指數,20010205,     3873,    76.05,     1215,    25.27,      485,    17.53
M1800  ,玻璃陶瓷類指數,20010205,      -62,    -1.98,      994,    31.81,     -340,    -6.55
M1900  ,造紙工業類指數,20010205,     -114,    -1.20,    -2689,   -35.13,      470,     6.78
M2600  ,航運業類指數 ,20010206,     3922,    68.43,     2612,    42.64,       26,    -5.42
M2500  ,建材營造類指數,20010206,     1085,     6.60,     -203,    -0.78,    -1874,   -30.33
M2000  ,鋼鐵工業類指數,20010206,     9450,   194.47,    -1453,   -29.78,     1632,    25.07
M1800  ,玻璃陶瓷類指數,20010206,      454,    14.30,      310,     9.77,     -576,   -12.23
M1900  ,造紙工業類指數,20010206,      -32,    -0.33,       38,     1.44,      885,     9.95
M2600  ,航運業類指數 ,20010207,     4710,    97.54,     3209,    59.48,     -886,   -18.21
M2500  ,建材營造類指數,20010207,      574,     3.71,        0,     0.00,     1702,     5.99
M2000  ,鋼鐵工業類指數,20010207,     4924,    96.65,       67,    -0.51,     5266,    13.99
M1800  ,玻璃陶瓷類指數,20010207,      360,    11.36,      -29,    -0.90,     -626,   -16.90
M1900  ,造紙工業類指數,20010207,       86,     0.74,    -1300,   -16.45,      304,     3.85
M2600  ,航運業類指數 ,20010208,     1189,    23.37,      287,     3.87,      147,     3.00
M2500  ,建材營造類指數,20010208,     -326,    -1.29,       -2,    -0.01,      528,     1.35
M2000  ,鋼鐵工業類指數,20010208,    -2438,   -49.44,    -2713,   -55.07,      231,   -25.04
M1800  ,玻璃陶瓷類指數,20010208,       -4,    -0.12,     -622,   -19.32,     -318,    -9.89
M1900  ,造紙工業類指數,20010208,       -6,    -0.05,     -160,    -1.35,       85,     1.09
M2600  ,航運業類指數 ,20010209,     2233,    50.27,     -390,    -8.44,      754,     9.86
M2500  ,建材營造類指數,20010209,    -1605,    -8.36,        0,     0.00,      -16,    -0.17
M2000  ,鋼鐵工業類指數,20010209,    -1361,   -27.12,    -1924,   -40.60,      810,     6.34
M1800  ,玻璃陶瓷類指數,20010209,     -136,    -4.23,        4,     0.12,     -246,    -5.49
M1900  ,造紙工業類指數,20010209,     -156,    -1.48,        0,     0.00,       96,     1.26
M2600  ,航運業類指數 ,20010212,     -694,   -16.20,     -361,    -0.02,      706,    12.14
M2500  ,建材營造類指數,20010212,    -1759,   -10.78,        0,     0.00,    -1516,    -5.73
M2000  ,鋼鐵工業類指數,20010212,     5154,   106.86,     -415,    -9.61,    -3687,   -18.15
M1800  ,玻璃陶瓷類指數,20010212,     -244,    -7.49,     -874,   -26.83,      145,     5.30
M1900  ,造紙工業類指數,20010212,     -149,    -1.54,        0,     0.00,     -300,    -4.72
M2600  ,航運業類指數 ,20010213,     1279,    17.49,    -2280,   -27.81,     -275,    -7.77
M2500  ,建材營造類指數,20010213,     -512,    -1.45,        0,     0.00,    -1327,    -7.14
M2000  ,鋼鐵工業類指數,20010213,     3986,    84.60,    -1050,   -23.75,     -680,   -14.21
M1800  ,玻璃陶瓷類指數,20010213,     -268,    -8.23,     -926,   -28.43,       75,     6.05
M1900  ,造紙工業類指數,20010213,       32,     0.29,        0,     0.00,      200,     1.68
M2600  ,航運業類指數 ,20010214,      940,    11.96,      226,     2.12,    -1360,   -24.21
M2500  ,建材營造類指數,20010214,      682,     0.28,        0,     0.00,    -1637,    -8.74
M2000  ,鋼鐵工業類指數,20010214,     -532,    -9.12,     -200,    -4.12,      -80,     3.79
M1800  ,玻璃陶瓷類指數,20010214,     -461,   -14.01,        0,     0.00,       60,     1.82
M1900  ,造紙工業類指數,20010214,     -153,    -1.54,        0,     0.00,        0,     0.00
M2600  ,航運業類指數 ,20010215,     2665,    18.64,    -1356,   -24.83,      583,     6.36
M2500  ,建材營造類指數,20010215,    -1939,    -6.34,     -100,    -0.58,    -1417,    -3.75
M2000  ,鋼鐵工業類指數,20010215,     4424,    94.14,    -1000,   -21.74,      173,     6.76
M1800  ,玻璃陶瓷類指數,20010215,      -92,    -2.87,        0,     0.00,     -360,    -5.75
M1900  ,造紙工業類指數,20010215,      -40,    -0.32,    -1141,   -13.45,      215,     1.92
M2600  ,航運業類指數 ,20010216,     3188,    60.80,     -379,   -13.56,    -1604,   -41.15
M2500  ,建材營造類指數,20010216,     2833,    20.51,        0,     0.00,     -109,    -1.28
M2000  ,鋼鐵工業類指數,20010216,    -1930,   -38.50,      340,     5.05,      195,    12.25
M1800  ,玻璃陶瓷類指數,20010216,     -238,    -7.21,     -544,   -16.48,      -61,    -0.77
M1900  ,造紙工業類指數,20010216,     -235,    -2.27,    -1658,   -21.33,      700,     8.27
M2600  ,航運業類指數 ,20010219,      218,     5.92,      322,     5.26,      229,     2.29
M2500  ,建材營造類指數,20010219,     1071,     9.84,     3819,    28.71,    -2490,   -15.04
M2000  ,鋼鐵工業類指數,20010219,     3253,    65.99,      -10,    -0.13,     1824,     5.49
M1800  ,玻璃陶瓷類指數,20010219,       18,     0.53,     -751,   -22.13,     -156,    -1.45
M1900  ,造紙工業類指數,20010219,       48,     0.43,       -2,    -0.02,      200,     1.65
M2600  ,航運業類指數 ,20010220,     -631,   -14.80,     1746,    29.78,      362,     2.87
M2500  ,建材營造類指數,20010220,     2197,    25.79,      -82,    -0.94,     -305,    -0.29
M2000  ,鋼鐵工業類指數,20010220,     3579,    73.64,     -300,    -6.18,       30,     0.62
M1800  ,玻璃陶瓷類指數,20010220,     -132,    -3.97,       50,     1.51,     -106,     2.51
M1900  ,造紙工業類指數,20010220,     -138,    -7.02,     -320,    -2.67,      200,     1.67
M2600  ,航運業類指數 ,20010221,     -161,   -17.04,     1829,    29.81,      124,    -0.11
M2500  ,建材營造類指數,20010221,     4760,    44.57,    -3764,   -24.95,     -776,    -3.83
M2000  ,鋼鐵工業類指數,20010221,     1304,    27.45,      846,    17.61,     9535,    -2.56
M1800  ,玻璃陶瓷類指數,20010221,     -157,    -4.93,      735,    23.08,      135,     4.74
M1900  ,造紙工業類指數,20010221,      -74,    -0.49,       -3,    -0.02,     -225,    -2.21
M2600  ,航運業類指數 ,20010222,      373,    -2.82,     1748,    34.61,      212,     1.67
M2500  ,建材營造類指數,20010222,     -746,    -4.51,     -600,    -4.86,      627,     3.30
M2000  ,鋼鐵工業類指數,20010222,     3412,    76.84,     -320,    -6.62,     -752,   -14.51
M1800  ,玻璃陶瓷類指數,20010222,      -83,    -2.14,       90,     2.66,       80,     2.37
M1900  ,造紙工業類指數,20010222,     -165,    -1.60,        0,     0.00,     -300,    -3.75
M2600  ,航運業類指數 ,20010223,      205,     2.02,    -2000,   -37.95,      298,     2.70
M2500  ,建材營造類指數,20010223,       72,     6.76,    -2121,   -18.65,      714,     4.07
M2000  ,鋼鐵工業類指數,20010223,    11664,   248.35,     2890,    60.98,     -500,   -10.55
M1800  ,玻璃陶瓷類指數,20010223,       13,     0.48,      200,     6.28,     -287,    -9.01
M1900  ,造紙工業類指數,20010223,    -1183,   -14.98,        0,     0.00,        0,     0.00
M2600  ,航運業類指數 ,20010226,     -874,   -15.77,     -425,   -13.85,      329,     3.75
M2500  ,建材營造類指數,20010226,     2552,    28.01,     -651,    -7.36,     1373,     8.09
M2000  ,鋼鐵工業類指數,20010226,    15734,   343.72,     4616,   100.17,     1200,    26.04
M1800  ,玻璃陶瓷類指數,20010226,        5,    -0.32,      700,    22.26,       41,     7.18
M1900  ,造紙工業類指數,20010226,     -568,    -7.08,        0,     0.00,        0,     0.00
M2600  ,航運業類指數 ,20010227,      861,    15.41,     -589,    -8.81,       80,     0.42
M2500  ,建材營造類指數,20010227,     -216,    -1.80,        0,     0.00,     2404,    12.18
M2000  ,鋼鐵工業類指數,20010227,      767,    16.85,     2470,    53.11,     -100,    -2.15
M1800  ,玻璃陶瓷類指數,20010227,      -67,    -2.13,      276,     8.83,     -977,   -29.67
M1900  ,造紙工業類指數,20010227,      -27,    -0.20,        0,     0.00,        0,     0.00
M2600  ,航運業類指數 ,20010301,    -2646,   -36.96,     -498,     1.85,      914,    12.65
M2500  ,建材營造類指數,20010301,    -1468,   -10.65,       17,     0.12,    -2740,    -1.68
M2000  ,鋼鐵工業類指數,20010301,     2060,    45.97,     9715,   192.24,    -1355,   -23.70
M1800  ,玻璃陶瓷類指數,20010301,     -293,    -9.41,     1753,    56.23,     -207,    -3.16
M1900  ,造紙工業類指數,20010301,     -225,    -2.10,        6,     0.05,     -376,    -4.58
M2600  ,航運業類指數 ,20010302,    -1288,   -14.23,     -891,    -5.72,     -308,    -1.06
M2500  ,建材營造類指數,20010302,     -250,    -1.66,        1,     0.01,     1703,     8.43
M2000  ,鋼鐵工業類指數,20010302,     5669,   122.16,     3710,    75.72,     1110,    11.86
M1800  ,玻璃陶瓷類指數,20010302,      -41,    -1.26,      300,     9.36,       69,     3.64
M1900  ,造紙工業類指數,20010302,      -41,    -0.34,        1,     0.01,        0,     0.00
M2600  ,航運業類指數 ,20010305,      -85,    -0.30,    -7702,  -131.85,      209,     1.70
M2500  ,建材營造類指數,20010305,      193,     1.64,        0,     0.00,      906,     4.75
M2000  ,鋼鐵工業類指數,20010305,     4744,   102.27,       97,     2.10,      667,     2.31
M1800  ,玻璃陶瓷類指數,20010305,       92,     2.87,     -916,   -28.58,       43,     2.60
M1900  ,造紙工業類指數,20010305,      122,     0.92,      -78,    -0.64,      200,     1.64
M2600  ,航運業類指數 ,20010306,     -281,   -14.43,    -3639,   -57.86,     -950,   -14.92
M2500  ,建材營造類指數,20010306,     -129,    -1.12,        0,     0.00,      508,     2.35
M2000  ,鋼鐵工業類指數,20010306,    -8946,  -192.96,    -2000,   -43.20,     -109,     0.51
M1800  ,玻璃陶瓷類指數,20010306,      -52,    -1.59,     -100,    -3.06,       78,     2.80
M1900  ,造紙工業類指數,20010306,      -15,    -0.12,     -213,    -1.74,     -100,    -2.12
M2600  ,航運業類指數 ,20010307,    -1044,   -22.67,        0,     2.00,     2476,    28.11
M2500  ,建材營造類指數,20010307,    -1807,   -16.00,        0,     0.00,      202,     0.20
M2000  ,鋼鐵工業類指數,20010307,    -7394,  -154.36,    -3100,   -64.79,      559,     0.27
M1800  ,玻璃陶瓷類指數,20010307,      -31,    -0.95,    -1165,   -35.88,       18,     2.44
M1900  ,造紙工業類指數,20010307,      -14,    -0.12,     -131,    -1.05,        0,     0.00
M2600  ,航運業類指數 ,20010308,    -1165,   -22.35,    -1577,   -21.27,     2396,    26.67
M2500  ,建材營造類指數,20010308,    -1767,   -15.66,     2232,    26.11,     -772,    -5.67
M2000  ,鋼鐵工業類指數,20010308,    -5431,  -110.78,    -4136,   -84.79,      426,     1.12
M1800  ,玻璃陶瓷類指數,20010308,      -97,    -2.96,    -1040,   -31.72,     -105,    -0.93
M1900  ,造紙工業類指數,20010308,      -32,    -0.26,     -158,    -1.28,        0,     0.00
M2600  ,航運業類指數 ,20010309,    -2547,   -46.00,    -1918,   -17.27,      969,     9.52
M2500  ,建材營造類指數,20010309,    -7375,   -45.52,      351,     4.12,    -3224,   -19.21
M2000  ,鋼鐵工業類指數,20010309,     2624,    55.13,    -1004,   -16.61,      750,     3.88
M1800  ,玻璃陶瓷類指數,20010309,      -51,    -1.54,       -6,    -0.23,     -639,   -17.73
M1900  ,造紙工業類指數,20010309,      -47,    -0.40,        5,     0.04,      200,     1.60
M2600  ,航運業類指數 ,20010312,    -2418,   -41.45,    -1577,   -20.50,      230,     2.81
M2500  ,建材營造類指數,20010312,    -1635,   -10.38,      204,     2.43,     4070,    21.13
M2000  ,鋼鐵工業類指數,20010312,      401,     9.07,    -1520,   -30.86,     1132,    11.87
M1800  ,玻璃陶瓷類指數,20010312,     -163,    -4.91,        0,     0.00,       40,     1.44
M1900  ,造紙工業類指數,20010312,     -165,    -1.53,        0,     0.00,        0,     0.00
M2600  ,航運業類指數 ,20010313,     -864,    -9.85,    -4773,   -81.00,     -205,    -3.13
M2500  ,建材營造類指數,20010313,     1600,    14.90,      500,     6.00,      727,     3.74
M2000  ,鋼鐵工業類指數,20010313,    -1217,   -25.36,     1452,    29.33,        9,    -7.13
M1800  ,玻璃陶瓷類指數,20010313,      187,     5.61,      -47,    -1.41,       -8,     1.21
M1900  ,造紙工業類指數,20010313,      126,     1.07,     1400,    16.66,     -300,    -3.57
M2600  ,航運業類指數 ,20010314,    -3184,   -46.14,    -1550,   -23.12,     -526,    -7.77
M2500  ,建材營造類指數,20010314,     -396,    -2.84,      520,     6.24,       44,     0.53
M2000  ,鋼鐵工業類指數,20010314,     2118,    42.93,    -2826,   -51.90,      556,     1.17
M1800  ,玻璃陶瓷類指數,20010314,      -64,    -1.95,     -303,    -9.24,      450,    16.09
M1900  ,造紙工業類指數,20010314,      -63,    -0.56,        0,     0.00,     -200,    -2.42
M2600  ,航運業類指數 ,20010315,    -2026,   -24.91,    -4093,   -58.15,      -28,    -1.25
M2500  ,建材營造類指數,20010315,      267,     1.73,     1191,    14.93,      175,     0.43
M2000  ,鋼鐵工業類指數,20010315,     2440,    49.42,    -1200,   -24.60,      412,    -2.08
M1800  ,玻璃陶瓷類指數,20010315,      300,     9.09,     -200,    -6.06,     -202,    -2.15
M1900  ,造紙工業類指數,20010315,       58,     0.46,        0,     0.00,     -924,   -11.25
M2600  ,航運業類指數 ,20010316,    -2051,   -28.68,    -1140,   -18.71,     -681,   -11.22
M2500  ,建材營造類指數,20010316,     -468,    -3.40,      821,    12.08,      -46,    -1.78
M2000  ,鋼鐵工業類指數,20010316,     -237,    -4.37,    -3324,   -61.12,     1686,     4.57
M1800  ,玻璃陶瓷類指數,20010316,     -108,    -3.27,     -500,   -15.15,     -208,    -1.20
M1900  ,造紙工業類指數,20010316,      -83,    -0.80,    -1400,   -17.15,      200,     1.58
M2600  ,航運業類指數 ,20010319,    -2492,   -31.82,       35,    -0.01,        0,     0.00
M2500  ,建材營造類指數,20010319,     -135,    -0.19,      600,     7.05,     1364,     5.56
M2000  ,鋼鐵工業類指數,20010319,    -4328,   -86.37,    -2713,   -54.54,      618,     1.64
M1800  ,玻璃陶瓷類指數,20010319,      -40,    -1.20,      200,     5.98,      -80,    -0.56
M1900  ,造紙工業類指數,20010319,       -4,    -0.03,        0,     0.00,        0,     0.00
