日期,收盤價,開市,高,低,成交量,更改%,報酬
2018年12月29日,"3,706.80","3,861.60","3,899.60","3,696.00",505.41K,-4.01%,0.041761088
2018年12月28日,"3,861.60","3,587.10","3,900.30","3,565.50",565.24K,7.66%,-0.071136317
2018年12月27日,"3,586.90","3,793.40","3,822.60","3,560.80",543.44K,-5.45%,0.057654242
2018年12月26日,"3,793.70","3,762.80","3,841.90","3,680.30",567.11K,0.83%,-0.008224161
2018年12月25日,"3,762.50","4,025.60","4,030.70","3,676.50",670.94K,-6.55%,0.070059801
2018年12月24日,"4,026.10","3,944.50","4,208.20","3,941.90",716.29K,2.07%,-0.020292591
2018年12月23日,"3,944.40","3,964.30","4,037.10","3,904.60",572.21K,-0.50%,0.00507048
2018年12月22日,"3,964.40","3,850.90","3,977.20","3,803.70",554.59K,2.95%,-0.028629805
2018年12月21日,"3,850.90","4,075.20","4,153.10","3,786.90",748.76K,-5.52%,0.058453868
2018年12月20日,"4,076.00","3,687.20","4,140.30","3,665.80",958.58K,10.55%,-0.095412169
2018年12月19日,"3,687.10","3,668.10","3,924.70","3,647.50",792.40K,0.52%,-0.005180223
2018年12月18日,"3,668.00","3,526.00","3,683.10","3,456.90",698.53K,4.02%,-0.038685932
2018年12月17日,"3,526.10","3,248.30","3,597.40","3,243.10",534.78K,8.57%,-0.078897365
2018年12月16日,"3,247.90","3,228.60","3,305.00","3,225.90",335.69K,0.60%,-0.005911512
2018年12月15日,"3,228.70","3,247.80","3,282.30","3,177.00",332.95K,-0.59%,0.005915694
2018年12月14日,"3,247.80","3,315.40","3,336.60","3,199.10",445.56K,-2.04%,0.020783299
2018年12月13日,"3,315.30","3,466.20","3,474.40","3,284.80",435.89K,-4.35%,0.04548608
2018年12月12日,"3,466.10","3,390.20","3,510.20","3,379.40",391.17K,1.72%,-0.016848908
2018年12月11日,"3,407.70","3,460.40","3,485.90","3,349.90",418.53K,-1.53%,0.015494322
2018年12月10日,"3,460.50","3,566.90","3,622.40","3,412.70",394.49K,-3.00%,0.030920387
2018年12月9日,"3,567.50","3,430.30","3,677.60","3,424.20",327.93K,4.00%,-0.038430273
2018年12月8日,"3,430.40","3,422.30","3,507.70","3,302.90",424.40K,0.24%,-0.002390392
2018年12月7日,"3,422.20","3,508.90","3,626.60","3,251.80",639.33K,-2.46%,0.025246917
2018年12月6日,"3,508.60","3,771.40","3,887.20","3,505.70",467.54K,-6.97%,0.074958673
2018年12月5日,"3,771.60","3,958.10","3,974.10","3,765.20",341.60K,-4.72%,0.049554566
2018年12月4日,"3,958.50","3,899.90","4,082.90","3,809.30",326.71K,1.56%,-0.015334091
2018年12月3日,"3,897.80","4,160.30","4,177.00","3,839.90",355.10K,-6.31%,0.067371338
2018年12月2日,"4,160.40","4,196.20","4,316.10","4,105.30",298.63K,-0.85%,0.008604942
2018年12月1日,"4,196.20","4,038.70","4,299.10","3,967.10",316.30K,3.87%,-0.037295648
2018年11月30日,"4,039.70","4,296.80","4,340.60","3,954.50",444.52K,-5.98%,0.063569077
2018年11月29日,"4,296.50","4,265.50","4,440.10","4,140.60",414.46K,0.73%,-0.00723845
2018年11月28日,"4,265.40","3,866.40","4,391.80","3,866.40",533.04K,10.32%,-0.093519951
2018年11月27日,"3,866.50","3,840.30","3,920.60","3,687.80",457.27K,0.77%,-0.007629639
2018年11月26日,"3,837.00","4,061.00","4,179.00","3,679.80",571.04K,-5.54%,0.058691686
2018年11月25日,"4,062.20","3,920.30","4,198.40","3,634.20",619.95K,3.62%,-0.034907193
2018年11月24日,"3,920.40","4,397.30","4,494.60","3,821.50",382.72K,-10.86%,0.121824304
2018年11月23日,"4,398.00","4,360.90","4,455.60","4,223.70",348.99K,0.96%,-0.009549795
2018年11月22日,"4,356.00","4,646.40","4,695.70","4,346.70",261.85K,-6.09%,0.06489899
2018年11月21日,"4,638.70","4,523.00","4,743.70","4,393.00",412.74K,2.52%,-0.024597409
2018年11月20日,"4,524.60","4,883.60","5,013.40","4,272.30",714.08K,-7.36%,0.079388233
2018年11月19日,"4,883.80","5,660.40","5,662.50","4,831.10",478.26K,-13.69%,0.158585528
2018年11月18日,"5,658.30","5,621.00","5,727.90","5,615.50",158.68K,0.65%,-0.006450701
2018年11月17日,"5,621.80","5,636.20","5,645.50","5,561.40",156.51K,-0.26%,0.002561457
2018年11月16日,"5,636.20","5,723.50","5,747.70","5,539.70",224.12K,-1.45%,0.014673007
2018年11月15日,"5,718.90","5,854.00","5,878.50","5,384.10",375.86K,-2.11%,0.021595062
2018年11月14日,"5,842.40","6,428.90","6,453.30","5,619.20",438.21K,-9.13%,0.100438176
2018年11月13日,"6,429.20","6,435.00","6,466.80","6,386.70",137.60K,-0.09%,0.000902134
2018年11月12日,"6,435.00","6,445.00","6,475.90","6,409.40",130.16K,-0.17%,0.001724942
2018年11月11日,"6,446.10","6,427.10","6,451.70","6,359.00",127.40K,0.30%,-0.002947519
2018年11月10日,"6,427.10","6,411.90","6,461.70","6,411.70",115.87K,0.24%,-0.002349427
2018年11月9日,"6,412.00","6,473.80","6,496.10","6,390.00",151.60K,-0.96%,0.00966937
2018年11月8日,"6,474.00","6,565.30","6,577.30","6,466.30",159.30K,-1.39%,0.014102564
2018年11月7日,"6,565.30","6,503.10","6,594.30","6,502.00",170.76K,0.96%,-0.009519748
2018年11月6日,"6,502.80","6,460.40","6,509.60","6,441.60",154.87K,0.67%,-0.006627914
2018年11月5日,"6,459.70","6,478.20","6,489.20","6,431.70",128.51K,-0.29%,0.00286391
2018年11月4日,"6,478.20","6,386.20","6,508.90","6,359.70",128.76K,1.44%,-0.014201476
2018年11月3日,"6,386.20","6,424.50","6,429.50","6,346.20",112.84K,-0.60%,0.006028624
2018年11月2日,"6,424.70","6,400.50","6,444.30","6,390.90",135.87K,0.38%,-0.003766713
2018年11月1日,"6,400.50","6,365.90","6,421.80","6,354.20",124.16K,0.54%,-0.005405828
2018年10月31日,"6,365.90","6,327.90","6,405.70","6,257.80",129.06K,0.64%,-0.006314897
2018年10月30日,"6,325.70","6,336.70","6,469.90","6,316.50",128.21K,-0.15%,0.001470193
2018年10月29日,"6,335.00","6,486.10","6,498.40","6,310.50",160.52K,-2.33%,0.023851618
2018年10月28日,"6,486.10","6,494.60","6,502.20","6,461.20",93.97K,-0.12%,0.001248824
2018年10月27日,"6,494.20","6,510.00","6,534.00","6,473.70",76.72K,-0.24%,0.00243294
2018年10月26日,"6,510.00","6,507.00","6,570.50","6,498.50",97.17K,0.05%,-0.000460829
2018年10月25日,"6,507.00","6,532.50","6,544.80","6,491.50",97.43K,-0.36%,0.003642231
2018年10月24日,"6,530.70","6,531.20","6,593.80","6,522.60",98.74K,0.03%,-0.000306246
2018年10月23日,"6,528.70","6,558.60","6,573.60","6,500.50",108.86K,-0.41%,0.004150903
2018年10月22日,"6,555.80","6,583.00","6,612.70","6,529.50",101.57K,-0.41%,0.004148998
2018年10月21日,"6,583.00","6,575.90","6,643.10","6,568.00",92.94K,0.16%,-0.001640589
2018年10月20日,"6,572.20","6,511.70","6,593.70","6,495.90",97.77K,0.92%,-0.009159794
2018年10月19日,"6,512.00","6,576.40","6,603.20","6,506.90",121.44K,-0.94%,0.009536241
2018年10月18日,"6,574.10","6,690.10","6,736.30","6,530.60",134.15K,-1.68%,0.017112609
2018年10月17日,"6,686.60","6,718.90","6,745.90","6,637.80",136.71K,-0.28%,0.002796638
2018年10月16日,"6,705.30","6,712.40","6,836.70","6,645.40",155.85K,0.08%,-0.000820247
2018年10月15日,"6,699.80","6,326.80","7,358.40","6,300.20",443.33K,5.90%,-0.055673304
2018年10月14日,"6,326.80","6,321.60","6,390.90","6,300.00",99.38K,0.08%,-0.000806095
2018年10月13日,"6,321.70","6,291.30","6,329.30","6,282.80",94.45K,0.48%,-0.004808833
2018年10月12日,"6,291.30","6,239.20","6,344.80","6,206.80",147.40K,0.84%,-0.008297172
2018年10月11日,"6,239.10","6,618.00","6,622.50","6,206.20",245.28K,-5.72%,0.060729913
2018年10月10日,"6,618.00","6,650.60","6,653.50","6,526.00",101.93K,-0.49%,0.00495618
2018年10月9日,"6,650.80","6,669.60","6,678.90","6,613.30",80.79K,-0.28%,0.002826728
2018年10月8日,"6,669.60","6,611.00","6,699.50","6,589.90",119.68K,0.89%,-0.008786134
2018年10月7日,"6,611.00","6,596.30","6,633.90","6,523.80",77.06K,0.22%,-0.002223567
2018年10月6日,"6,596.30","6,639.10","6,661.50","6,550.40",9.18M,-0.65%,0.006488486
2018年10月5日,"6,639.10","6,584.20","6,682.30","6,537.60",9.34M,0.83%,-0.008269193
2018年10月4日,"6,584.20","6,509.20","6,653.00","6,487.80",9.31M,1.17%,-0.011603536
2018年10月3日,"6,507.80","6,549.90","6,563.50","6,429.60",9.21M,-0.64%,0.00646916
2018年10月2日,"6,549.90","6,608.20","6,645.70","6,034.90",9.34M,-0.88%,0.008900899
2018年10月1日,"6,608.20","6,635.20","6,674.70","6,072.70",9.19M,-0.41%,0.004085833
2018年9月30日,"6,635.20","6,603.90","6,673.90","6,533.50",9.34M,0.47%,-0.004717265
2018年9月29日,"6,603.90","6,633.90","6,648.40","6,464.40",9.42M,-0.48%,0.004860764
2018年9月28日,"6,636.00","6,685.70","6,809.20","6,538.60",9.57M,-0.79%,0.008016878
2018年9月27日,"6,689.20","6,463.70","6,738.30","6,428.80",9.34M,3.42%,-0.03305328
2018年9月26日,"6,468.10","6,443.00","6,551.90","6,384.10",8.64M,0.36%,-0.003555913
2018年9月25日,"6,445.10","6,590.60","6,590.60","5,977.00",7.34M,-2.11%,0.021566772
2018年9月24日,"6,584.10","6,713.30","6,728.10","6,559.10",7.57M,-1.79%,0.018225726
2018年9月23日,"6,704.10","6,729.60","6,789.40","6,666.40",7.34M,-0.38%,0.003803643
2018年9月22日,"6,729.60","6,766.70","6,833.30","6,635.50",7.31M,-0.55%,0.005512958
2018年9月21日,"6,766.70","6,490.90","6,780.50","6,489.80",7.73M,4.28%,-0.04100965
2018年9月20日,"6,489.20","6,390.40","6,537.50","6,346.40",5.18M,1.55%,-0.015225297
2018年9月19日,"6,390.40","6,342.00","6,478.70","6,144.50",3.54M,0.76%,-0.007573861
2018年9月18日,"6,342.00","6,251.90","6,388.80","6,228.80",2.82M,1.44%,-0.014206875
2018年9月17日,"6,251.90","6,500.20","6,533.50","6,215.90",3.26M,-3.82%,0.039715926
2018年9月16日,"6,500.20","6,519.00","6,520.80","6,406.20",3.34M,-0.29%,0.002892219
2018年9月15日,"6,519.00","6,482.60","6,562.90","6,470.30",3.16M,0.54%,-0.005414941
2018年9月14日,"6,483.70","6,482.90","6,579.40","6,412.10",3.20M,0.01%,-0.000123386
2018年9月13日,"6,482.90","6,338.00","6,867.30","6,337.80",3.53M,2.29%,-0.022351108
2018年9月12日,"6,338.00","6,293.90","6,353.50","6,204.50",3.04M,0.70%,-0.006958031
2018年9月11日,"6,293.90","6,320.70","6,391.80","6,189.60",3.30M,-0.43%,0.004305756
2018年9月10日,"6,321.00","6,238.50","6,358.50","6,237.30",3.11M,1.32%,-0.013051732
2018年9月9日,"6,238.50","6,184.30","6,432.60","6,148.80",2.84M,0.88%,-0.008687986
2018年9月8日,"6,184.30","6,390.90","6,484.30","6,132.30",3.46M,-3.23%,0.033407176
2018年9月7日,"6,390.90","6,514.10","6,540.60","6,316.20",3.30M,-1.89%,0.019261763
2018年9月6日,"6,514.00","6,706.80","6,732.90","6,337.80",4.02M,-2.87%,0.029597789
2018年9月5日,"6,706.80","7,377.50","7,407.50","6,691.80",4.55M,-9.09%,0.100002982
2018年9月4日,"7,377.50","7,264.20","7,409.90","7,234.50",3.92M,1.56%,-0.015357506
2018年9月3日,"7,264.20","7,289.80","7,330.70","7,182.80",3.87M,-0.41%,0.004088544
2018年9月2日,"7,293.90","7,189.60","7,334.80","7,117.30",3.90M,1.45%,-0.01429962
2018年9月1日,"7,189.60","7,032.40","7,264.30","7,020.40",3.52M,2.21%,-0.02167019
2018年8月31日,"7,033.80","6,993.70","7,080.20","6,698.00",4.21M,0.57%,-0.005701044
2018年8月30日,"6,993.70","7,029.20","7,050.20","6,798.00",3.74M,-0.50%,0.005061698
2018年8月29日,"7,029.10","7,074.60","7,121.40","6,926.70",4.11M,-0.64%,0.00647309
2018年8月28日,"7,074.60","6,897.60","7,129.70","6,861.20",3.79M,2.57%,-0.025019082
2018年8月27日,"6,897.60","6,712.70","6,902.90","6,650.40",3.26M,2.75%,-0.026806425
2018年8月26日,"6,712.70","6,734.90","6,892.70","6,573.10",3.37M,-0.33%,0.003292267
2018年8月25日,"6,734.80","6,680.60","6,783.40","6,655.30",3.59M,0.81%,-0.008077448
2018年8月24日,"6,680.40","6,521.20","6,721.20","6,472.80",3.70M,2.44%,-0.023830908
2018年8月23日,"6,521.20","6,359.90","6,550.20","6,359.20",2.76M,2.54%,-0.024780715
2018年8月22日,"6,359.60","6,482.20","6,840.80","6,304.80",3.63M,-1.89%,0.019277942
2018年8月21日,"6,482.20","6,268.10","6,484.10","6,257.40",1.46M,3.41%,-0.03302891
2018年8月20日,"6,268.10","6,474.20","6,516.40","6,255.90",3.10M,-3.29%,0.034045405
2018年8月19日,"6,481.50","6,379.10","6,534.80","6,316.00",2.71M,1.61%,-0.015798812
2018年8月18日,"6,379.10","6,581.80","6,626.40","6,295.50",3.15M,-3.08%,0.031759966
2018年8月17日,"6,581.70","6,306.70","6,581.70","6,291.80",3.20M,4.36%,-0.041782518
2018年8月16日,"6,306.70","6,256.90","6,470.90","6,249.80",3.50M,0.80%,-0.007896364
2018年8月15日,"6,256.90","6,190.20","6,592.80","6,177.90",3.74M,1.08%,-0.010660231
2018年8月14日,"6,190.20","6,255.30","6,255.30","5,898.30",3.66M,-1.04%,0.010516623
2018年8月13日,"6,255.30","6,313.00","6,524.10","6,159.60",234.09K,-0.91%,0.009224178
2018年8月12日,"6,313.00","6,232.10","6,453.00","6,169.80",216.33K,1.31%,-0.012894028
2018年8月11日,"6,231.60","6,152.80","6,469.60","6,009.80",247.34K,1.29%,-0.012725464
2018年8月10日,"6,152.30","6,539.50","6,570.20","6,043.40",298.82K,-5.91%,0.062822034
2018年8月9日,"6,538.80","6,283.70","6,620.20","6,197.00",237.66K,4.06%,-0.039028568
2018年8月8日,"6,283.60","6,725.20","6,725.20","6,138.80",311.54K,-6.56%,0.070230441
2018年8月7日,"6,724.90","6,943.60","7,149.70","6,689.90",232.48K,-3.15%,0.03252093
2018年8月6日,"6,943.60","7,027.80","7,143.60","6,852.50",168.87K,-1.19%,0.012025462
2018年8月5日,"7,027.10","7,014.00","7,087.60","6,887.90",177.64K,0.18%,-0.00182152
2018年8月4日,"7,014.30","7,418.90","7,484.20","6,949.70",222.57K,-5.46%,0.05769642
2018年8月3日,"7,419.00","7,535.60","7,535.60","7,293.50",226.46K,-1.55%,0.015716404
2018年8月2日,"7,535.60","7,606.40","7,701.40","7,470.60",216.34K,-0.93%,0.009395403
2018年8月1日,"7,606.40","7,728.50","7,753.20","7,449.20",237.69K,-1.59%,0.016170593
2018年7月31日,"7,729.40","8,176.40","8,176.50","7,649.80",266.94K,-5.48%,0.057921702
2018年7月30日,"8,177.10","8,214.70","8,262.00","7,874.40",242.21K,-0.47%,0.004708271
2018年7月29日,"8,215.60","8,231.50","8,275.40","8,113.30",155.24K,-0.22%,0.002251814
2018年7月28日,"8,234.10","8,186.80","8,234.10","8,077.40",147.14K,0.57%,-0.005671537
2018年7月27日,"8,187.40","7,936.90","8,273.80","7,808.30",243.22K,3.15%,-0.03058358
2018年7月26日,"7,937.00","8,173.90","8,304.30","7,861.00",235.45K,-2.90%,0.029822351
2018年7月25日,"8,173.70","8,404.90","8,484.60","8,062.10",269.23K,-2.78%,0.028542765
2018年7月24日,"8,407.00","7,723.10","8,479.80","7,701.90",345.32K,8.86%,-0.081360771
2018年7月23日,"7,723.00","7,412.40","7,809.60","7,379.20",272.15K,4.19%,-0.04023048
2018年7月22日,"7,412.30","7,409.00","7,575.30","7,343.70",204.16K,0.05%,-0.000485679
2018年7月21日,"7,408.70","7,339.30","7,460.80","7,223.50",160.77K,0.95%,-0.009353868
2018年7月20日,"7,339.40","7,477.60","7,683.60","7,292.00",258.85K,-1.85%,0.018816252
2018年7月19日,"7,477.50","7,383.90","7,558.40","7,288.80",247.25K,1.27%,-0.012557673
2018年7月18日,"7,383.60","7,321.60","7,581.20","7,249.30",333.32K,0.84%,-0.008342814
2018年7月17日,"7,322.00","6,729.80","7,453.20","6,666.00",337.75K,8.80%,-0.080865884
2018年7月16日,"6,729.90","6,362.80","6,749.20","6,344.10",312.12K,5.77%,-0.054532757
2018年7月15日,"6,362.90","6,254.80","6,399.60","6,238.50",180.67K,1.73%,-0.016989109
2018年7月14日,"6,254.80","6,229.50","6,313.50","6,192.50",243.71K,0.40%,-0.003932979
2018年7月13日,"6,230.20","6,250.80","6,333.80","6,144.50",233.22K,-0.33%,0.003274373
2018年7月12日,"6,250.60","6,389.10","6,389.40","6,088.80",289.24K,-2.17%,0.022157873
2018年7月11日,"6,389.10","6,307.20","6,409.70","6,296.60",243.82K,1.30%,-0.012818707
2018年7月10日,"6,307.20","6,668.40","6,686.80","6,291.50",315.27K,-5.40%,0.057061771
2018年7月9日,"6,667.10","6,715.10","6,793.80","6,637.70",289.48K,-0.71%,0.007154535
2018年7月8日,"6,714.80","6,765.40","6,784.00","6,694.30",267.60K,-0.75%,0.007550485
2018年7月7日,"6,765.50","6,617.70","6,805.90","6,531.10",114.57K,2.23%,-0.021846131
2018年7月6日,"6,617.70","6,546.50","6,638.20","6,458.30",132.69K,1.09%,-0.010759025
2018年7月5日,"6,546.50","6,598.00","6,693.60","6,466.10",166.18K,-0.79%,0.0079279
2018年7月4日,"6,598.40","6,513.80","6,774.50","6,442.30",143.04K,1.30%,-0.012866756
2018年7月3日,"6,513.50","6,618.60","6,676.60","6,513.50",150.19K,-1.60%,0.016273893
2018年7月2日,"6,619.50","6,349.10","6,680.00","6,275.00",179.92K,3.97%,-0.038175089
2018年7月1日,"6,366.80","6,398.50","6,445.10","6,284.70",128.51K,-0.50%,0.005041779
2018年6月30日,"6,398.90","6,213.40","6,498.50","6,204.00",189.33K,2.99%,-0.029004985
2018年6月29日,"6,213.30","5,883.20","6,284.90","5,818.50",206.96K,5.61%,-0.053079684
2018年6月28日,"5,883.50","6,154.90","6,178.40","5,854.00",156.05K,-4.41%,0.046129005
2018年6月27日,"6,154.90","6,081.10","6,187.30","6,025.40",133.42K,1.20%,-0.011827974
2018年6月26日,"6,082.10","6,256.90","6,267.70","6,060.00",176.66K,-2.79%,0.028690748
2018年6月25日,"6,256.60","6,155.10","6,331.20","6,101.70",210.69K,1.66%,-0.016302784
2018年6月24日,"6,154.60","6,167.90","6,248.30","5,785.30",240.60K,-0.21%,0.002063497
2018年6月23日,"6,167.30","6,055.20","6,259.00","6,032.80",142.90K,1.84%,-0.018095439
2018年6月22日,"6,055.70","6,728.20","6,739.70","5,955.00",278.22K,-9.99%,0.11101937
2018年6月21日,"6,728.00","6,765.80","6,797.50","6,695.10",99.29K,-0.55%,0.005558859
2018年6月20日,"6,765.40","6,752.30","6,812.70","6,575.10",121.48K,0.19%,-0.001921542
2018年6月19日,"6,752.40","6,719.80","6,839.50","6,681.50",120.54K,0.49%,-0.004827913
2018年6月18日,"6,719.80","6,460.50","6,794.50","6,410.90",135.70K,4.02%,-0.038617221
2018年6月17日,"6,460.30","6,505.80","6,593.00","6,452.10",90.67K,-0.70%,0.007043017
2018年6月16日,"6,505.80","6,410.00","6,564.20","6,358.00",108.79K,1.49%,-0.014679209
2018年6月15日,"6,410.30","6,647.30","6,655.80","6,395.70",143.53K,-3.56%,0.036940549
2018年6月14日,"6,647.10","6,312.30","6,711.50","6,283.60",201.54K,5.30%,-0.05036783
2018年6月13日,"6,312.30","6,558.50","6,624.60","6,129.10",237.48K,-3.75%,0.03895569
2018年6月12日,"6,558.20","6,885.90","6,887.20","6,476.00",178.26K,-4.76%,0.049967979
2018年6月11日,"6,885.90","6,775.20","6,910.80","6,657.20",174.88K,1.64%,-0.016090852
2018年6月10日,"6,775.10","7,515.80","7,516.30","6,668.10",275.69K,-9.85%,0.1093268
2018年6月9日,"7,515.80","7,622.10","7,689.00","7,493.30",97.56K,-1.40%,0.014143538
2018年6月8日,"7,622.10","7,697.90","7,710.50","7,556.90",112.88K,-0.98%,0.009931646
2018年6月7日,"7,697.80","7,661.00","7,754.70","7,657.70",124.00K,0.48%,-0.004780587
2018年6月6日,"7,661.00","7,631.50","7,699.10","7,504.40",130.66K,0.39%,-0.003850672
2018年6月5日,"7,631.50","7,507.40","7,672.60","7,391.00",145.23K,1.69%,-0.016667759
2018年6月4日,"7,504.30","7,729.30","7,759.90","7,468.40",141.01K,-2.91%,0.02998281
2018年6月3日,"7,729.30","7,646.60","7,775.00","7,611.30",116.68K,1.08%,-0.010699546
2018年6月2日,"7,646.60","7,530.80","7,694.50","7,467.90",121.18K,1.54%,-0.015143986
2018年6月1日,"7,530.80","7,502.50","7,610.40","7,375.80",135.92K,0.38%,-0.003744622
2018年5月31日,"7,502.60","7,400.80","7,611.90","7,355.00",144.52K,1.39%,-0.013661931
2018年5月30日,"7,400.10","7,469.20","7,565.20","7,306.80",140.37K,-0.91%,0.009135012
2018年5月29日,"7,467.70","7,119.30","7,533.00","7,069.80",186.97K,4.89%,-0.046654258
2018年5月28日,"7,119.30","7,367.30","7,446.90","7,090.60",152.29K,-3.36%,0.034750608
2018年5月27日,"7,366.70","7,361.90","7,411.80","7,267.50",103.29K,0.07%,-0.000733028
2018年5月26日,"7,361.30","7,478.50","7,619.30","7,331.50",103.07K,-1.56%,0.015812424
2018年5月25日,"7,477.70","7,593.90","7,653.40","7,355.60",161.82K,-1.52%,0.015405807
2018年5月24日,"7,592.90","7,512.30","7,736.60","7,293.40",211.11K,1.07%,-0.01061518
2018年5月23日,"7,512.30","8,005.70","8,047.40","7,467.60",237.60K,-6.17%,0.065718888
2018年5月22日,"8,006.00","8,403.80","8,414.50","7,979.30",137.51K,-4.73%,0.049625281
2018年5月21日,"8,403.30","8,529.50","8,550.60","8,375.50",115.52K,-1.47%,0.014958409
2018年5月20日,"8,529.00","8,243.90","8,580.40","8,184.70",113.76K,3.44%,-0.033286435
2018年5月19日,"8,245.10","8,244.70","8,389.10","8,153.20",107.89K,-0.01%,7.27705E-05
2018年5月18日,"8,245.70","8,064.40","8,273.60","7,939.80",150.32K,2.27%,-0.022157003
2018年5月17日,"8,063.00","8,344.60","8,458.70","8,022.30",154.36K,-3.37%,0.034900161
2018年5月16日,"8,344.40","8,477.00","8,496.40","8,120.10",188.03K,-1.56%,0.015890897
2018年5月15日,"8,477.00","8,674.00","8,842.10","8,436.50",179.62K,-2.27%,0.02325115
2018年5月14日,"8,674.10","8,693.40","8,878.30","8,305.10",212.05K,-0.22%,0.002236543
2018年5月13日,"8,693.50","8,489.10","8,758.40","8,330.00",149.80K,2.77%,-0.026916662
2018年5月12日,"8,459.50","8,409.60","8,646.10","8,184.10",210.87K,0.61%,-0.006052367
2018年5月11日,"8,408.30","9,026.00","9,028.70","8,359.60",270.62K,-6.84%,0.073427447
