Date,BTC,trend,ETH,XRP,LTC,EOS ,ADA ,DOGE,TRX ,XLM ,ZEC ,ZRX ,ETC ,VET ,DASH, IOTA ,NEO ,QTUM ,MANA,XMR,BNB,ICX,LINK,XEM,ONT,BAT,OMG,SNT,DGB,BCH,ZIL,THETA
2018/10/1,6598.84126,1,231.1436846,0.577382932,60.38502542,5.728894656,0.084585802,0.005952691,0.022081285,0.258772747,127.6697813,0.636478731,11.24320684,0.012816656,187.3741611,0.562096843,18.71347825,3.848009618,0.074626301,114.622158,9.960803049,0.666817128,0.325541463,0.103612289,1.984233591,0.171458145,3.627801366,0.037136968,0.025311731,532.7818043,0.036795521,0.089804163
2018/10/2,6524.607698,1,225.7948538,0.516662498,59.61992823,5.619509863,0.082331753,0.005829979,0.022015554,0.24807295,125.8920752,0.628798108,11.12997942,0.012951939,181.7250789,0.559067828,18.46508562,3.820183012,0.073667796,116.7472393,10.33975775,0.687698044,0.32036869,0.104283623,1.976869754,0.160860545,3.55239904,0.037742107,0.026001788,532.6745169,0.038393222,0.093116155
2018/10/3,6499.262379,1,220.4744603,0.528511844,57.55550599,5.622081615,0.080886138,0.005738064,0.021628262,0.241316969,122.2197246,0.610079951,11.15196347,0.01276777,178.1125992,0.554484893,17.98071055,3.73701423,0.073826946,114.8442609,10.28305146,0.662698276,0.311413856,0.101899813,1.899531657,0.155479437,3.446953315,0.036927526,0.025552078,517.0795858,0.037531341,0.090937742
2018/10/4,6578.701809,1,222.1958478,0.527541728,58.31776189,5.784763816,0.081457957,0.005656759,0.022838419,0.244570191,123.9309766,0.641914185,11.0973402,0.012910835,181.0696354,0.556366041,17.98945692,3.792717598,0.076761238,114.7893216,10.30682103,0.669487966,0.321219553,0.102655683,1.922026616,0.17668345,3.479016327,0.036460002,0.025731219,513.9329928,0.036974564,0.09858533
2018/10/5,6621.189364,1,228.0360702,0.519752781,58.86675542,5.817345134,0.08319801,0.005685809,0.023307017,0.247510487,128.6078173,0.642147646,11.08031008,0.013151107,182.5578784,0.57594869,18.18925363,3.810752369,0.079228526,115.1072708,10.65345099,0.694533459,0.357132302,0.106125654,1.948604244,0.184500676,3.502678633,0.036997044,0.027710955,520.8175066,0.036506399,0.096363684
2018/10/6,6589.124682,1,225.0688073,0.488678786,57.94556306,5.735291512,0.081494967,0.005592133,0.02374778,0.241335385,126.2063755,0.6430798,11.00197828,0.013177909,181.3001997,0.56507167,17.92425612,3.768837622,0.076127779,115.2038355,10.42739371,0.668433636,0.338278636,0.103742763,1.932073319,0.173923267,3.440466783,0.037449948,0.026067351,511.2974294,0.036359878,0.093360237
2018/10/7,6584.832153,1,225.6583486,0.48306769,58.29006388,5.746406133,0.084611412,0.005603699,0.026858028,0.245445538,125.8592287,0.734469916,10.92794396,0.01309883,180.8462563,0.572821531,18.13836357,3.8390551,0.077006202,113.5813883,10.54987684,0.674011232,0.337819578,0.106111244,1.929001824,0.17576389,3.472546684,0.039781581,0.026241071,519.2277173,0.036493271,0.096526942
2018/10/8,6653.089451,1,229.524615,0.49118236,59.58971583,5.926291144,0.086870699,0.005629591,0.02668406,0.24999343,127.1626301,0.714895602,10.98960595,0.013808994,182.8248813,0.600406537,18.52598213,3.897451299,0.0761444,114.3478367,10.56125682,0.699678876,0.344139575,0.109416619,2.067946605,0.18363008,3.518574919,0.040387303,0.026376401,530.1379315,0.036702149,0.096573668
2018/10/9,6633.74573,1,227.9689078,0.48025563,58.84129805,5.913329714,0.086427918,0.005647234,0.026055616,0.244060146,126.1491475,0.760428564,10.92771536,0.013671518,181.1437214,0.590840217,18.29462392,3.850734187,0.076326101,113.7172961,10.42551907,0.699545217,0.340306873,0.107318485,2.075097627,0.183307852,3.510387426,0.03892557,0.026672605,519.5047968,0.037998777,0.096667142
2018/10/10,6582.455082,1,225.6620162,0.463130196,58.02620459,5.897450973,0.084860436,0.005601558,0.025371894,0.240138246,123.9193301,0.759094631,10.83610178,0.013350418,179.006214,0.585489259,18.22769655,3.993499419,0.07493397,113.712133,10.37637448,0.731126561,0.347701161,0.103645738,2.052312961,0.177172442,3.480075874,0.038224451,0.026263977,514.3968635,0.037741597,0.097717501
2018/10/11,6234.367641,1,192.0010841,0.382765898,51.30214861,5.111751346,0.071003214,0.00505825,0.021084713,0.208711102,111.406983,0.773099,9.187471007,0.011257506,157.6265268,0.483775603,15.56104136,3.405044773,0.067969388,102.3239321,9.289349963,0.601125527,0.309131495,0.091068748,1.73074608,0.160167136,3.009311609,0.03369859,0.02392902,435.0549262,0.032800642,0.080666612
2018/10/12,6285.592983,1,197.0680159,0.421278584,53.73520929,5.204104207,0.073535019,0.005277122,0.022914223,0.216583276,110.4673979,0.746599502,9.540521768,0.011622109,158.7072434,0.491028155,15.71650392,3.465756727,0.068694285,102.8001975,9.549568093,0.602995934,0.313348558,0.092341264,1.768006671,0.178493934,3.018362492,0.035112843,0.024414687,445.8228224,0.032463745,0.083771182
2018/10/13,6314.883384,1,201.0534997,0.422132428,53.93122558,5.295838921,0.073759661,0.005237348,0.023812767,0.21676296,112.6280282,0.738828205,9.583488107,0.011567713,162.3422033,0.489459522,15.93931521,3.500237388,0.068649162,104.7136402,9.61128514,0.616441859,0.321954714,0.093910552,1.791348859,0.175868639,3.081119253,0.03510591,0.02439803,453.5267132,0.033147401,0.084803868
