,ICX,XRP,ZIL,VET ,ONT
0,0.4226906737447216,0.01101232555510756,0.25917171083979773,0.16118348971384333,0.19651759272579938
,LINK,ZIL,ICX,ONT,VET 
0,0.07655159184764537,0.40856071952236084,0.57686249156585,0.355064040085058,0.30659673477434723
,XRP,ZIL,LINK,ONT,VET 
0,0.052497602018652056,0.22689072481870665,-0.03715590996536611,0.17509581733146562,0.15710063950180952
,BAT,LTC,DOGE,VET ,LINK
0,0.01875247936899882,0.04028145120947757,0.32742654246568104,0.17917072198879258,-0.10161715312384212
,ZIL,ICX,VET ,LINK,THETA
0,0.09497131548502669,0.19845146770028754,0.10632564241308318,0.03577667079256308,-0.026450780099574578
,ZIL,LINK,VET ,ICX,THETA
0,0.11983756311222016,0.023939574904338956,0.1956338499167125,0.03491899233038831,0.1028420603627127
,VET , IOTA ,ZIL,THETA,ICX
0,-0.0055130014552629,0.06252758294441785,0.03272705498359341,0.028761234090685983,0.006863121175300302
,ZIL, IOTA ,DASH,THETA,ICX
0,-0.06772792509455672,-0.09080593924051195,0.11688060400757028,0.024117240251049887,-0.034338368075607195
,ZIL,DASH,THETA,ICX, IOTA 
0,0.019620336552081064,0.14632278456147918,0.07665216594096735,0.06220368152848743,-0.031092420905358575
,THETA,EOS ,ICX,DASH, IOTA 
0,-0.09374849473152591,-0.1407079526730538,-0.14943545033657535,-0.05223046341117055,-0.19425891812771912
,EOS ,ICX,DASH,DOGE, IOTA 
0,-0.18594350303042584,-0.18120980991840507,-0.07067496356686676,0.020395533624654183,-0.15617647377820476
,XMR,EOS , IOTA ,DASH,DOGE
0,-0.08493671616005105,-0.24067771853845787,-0.2333635320494728,-0.15389187422092865,-0.16220082513477707
,NEO ,DGB,EOS ,DASH,DOGE
0,-0.1876437282736636,-0.25830812002711323,-0.2835369068837925,-0.1265148334355346,0.12609044312562756
,XMR,DGB,BCH,EOS ,DOGE
0,-0.2217811832231421,-0.2597338370385621,-0.23811367300102582,-0.23425969201120145,0.09889923381423382
,BCH,DASH,DGB,XMR,DOGE
0,-0.2574414505545054,-0.07239352934121646,-0.2708281754854941,-0.2358327361630167,0.30662625639074803
,DGB,DASH,NEO ,XMR,DOGE
0,-0.15410824407169943,0.07464487845361001,-0.0976705185265877,-0.08663307660376351,0.26072813609500556
,LTC,BCH,NEO ,XMR,DOGE
0,-0.09812121824598641,-0.16493531007333684,-0.13457980958361404,-0.11057721246231944,0.29304188741472914
,BCH,XEM,NEO ,XMR,DOGE
0,-0.06339044870301913,-0.08014883952497054,-0.06373343642938567,0.005752720907010733,0.24135374609253968
,BNB,ETC ,XLM ,XEM,XMR
0,0.04792812032670035,0.0015716343159737356,0.038505701543218196,-0.07455251143729558,0.1261016236770498
,XMR,XLM ,XEM,DASH,DOGE
0,0.13148161963777416,0.06430446761920172,-0.07505630318242063,-0.007704732582739959,0.0693660763316859
,BNB,XEM,XLM ,DASH,DOGE
0,0.04471891602475808,-0.03326328420823843,0.06197846790864148,-0.04202750556416701,-0.04524394240871776
,XLM ,LINK,BNB,DASH,DOGE
0,-0.024617066467593207,0.031055253524327142,0.0020027840373249006,-0.01858807914988203,-0.00914456853425849
,ONT,LINK,XLM ,DASH,DOGE
0,-0.0038009707923268854,0.14593332877125653,0.0560657678833969,0.02822465923180517,-0.07649608444317779
,LINK,EOS ,XLM ,DASH,DOGE
0,0.2123734329665592,-0.036920111222353946,-0.008413292941238382,-0.006244131988598078,-0.14279276225998927
,LINK,DGB,EOS ,MANA,DOGE
0,0.3161371050116488,-0.0283819119787474,0.09211464984395401,0.2170706665318587,-0.0792966774440087
,EOS ,DGB,LINK,XMR,MANA
0,0.1409624370086604,-0.027822163244024423,0.315837450843111,0.03662503001457473,0.12912925326755298
,DGB,MANA,LINK,XMR,ETH
0,-0.03725478994667053,0.09590446157184873,0.24118782359461122,0.047380235965949424,0.0985827050898318
,LINK,DGB,XMR,ETH,MANA
0,0.2849232246068265,0.08106833733498475,0.14506945518378989,0.24523866737538924,0.19758437381297522
,LINK,THETA,ETH,DGB,MANA
0,0.14850026449764275,0.039612844677114456,0.08655795723237114,-0.03966771695162985,0.07929769334257486
,LINK,ETH,MANA,DGB,XRP
0,-0.008932257745318473,0.04954428522281762,-0.021176043800985256,-0.09066008793911862,0.6199870778516037
,ADA ,THETA,MANA,XRP,LINK
0,-0.024582698074496867,-0.03334737717770342,-0.10181942630885388,0.14541892373669496,-0.005855847326504571
,XLM ,ADA ,MANA,LINK,XRP
0,0.04372690432550996,-0.018521282460005173,-0.03369448697539168,-0.022562435584191243,-0.04085015597586927
,XLM ,TRX ,ADA ,LINK,XRP
0,0.056298388584197,-0.06032142863109802,0.004087384024154428,-0.015792682315863615,-0.05813536324421509
,TRX ,XLM ,ADA ,LINK,XRP
0,-0.07519497221365379,-0.09496238067973939,-0.05921255913664658,-0.04286564353406419,-0.001522780243884192
,SNT,QTUM ,ADA ,XLM ,XRP
0,0.0032506737417137277,0.01966756737370967,0.02890645503339928,0.0022427137505294237,0.17632534607730133
,ADA ,ZEC ,XLM ,ZRX ,XRP
0,0.04451153875163438,-0.05494460510228627,0.023217142435114635,-0.02897333737291896,0.09327305488013127
,ADA ,ZEC ,XLM ,ZRX ,XRP
0,0.039980611526147625,-0.05026758113273622,0.012885835319142114,-0.0282195265865689,0.0032309449187863937
,XLM ,ZEC ,BCH,ZRX ,XRP
0,-0.07444766005773784,-0.15174302148092578,-0.08546061595165066,-0.1105491401206733,-0.025463273728517977
,LTC,XLM ,ZRX ,BCH,ZEC 
