Date,BTC,trend,ETH,XRP,LTC,EOS,ADA,DOGE,TRX,XLM,ZEC,ZRX,ETC,VET,DASH,IOTA,NEO,QTUM,KNC,MANA,XMR,BNB,ICX,LINK,XEM,ONT,BAT,OMG,REP,ARDR,SNT,BTS
2018/2/2,"8,893.20",1,920.85,0.8993,131.625,10.2983,0.4,0.004566,0.042145,0.41505,387.07,1.3168,23.3093,4.921161,595.4,1.80681,107.0302,30.8043,3.429,0.0939,236.979,9.75,5.31605,0.49,0.61115,0.3272,0.41032,13.1716,58.14,0.54115,0.179971,0.3272
2018/2/3,"9,241.10",1,971.49,0.95978,160.974,10.6134,0.464,0.00515,0.04552,0.44756,390.51,1.38353,24.3245,5.512552,639.93,2.00534,93.1437,31.008,3.85794,0.1019,252.691,9.75,5.36735,0.51,0.64503,0.34,0.44234,13.989,61.31,0.53358,0.211999,0.34
2018/2/4,"8,222.20",1,829.43,0.81795,147.886,8.9385,0.382002,0.00441,0.038457,0.37546,347.49,1.15851,20.8816,4.523815,549.1,1.73602,82.1182,26.1488,3.33332,0.0999,219.866,8.4,4.25971,0.44,0.56472,0.268,0.38845,11.5233,50.24,0.42702,0.208263,0.268
2018/2/5,"6,938.50",0,696.86,0.68132,125.292,7.0812,0.317,0.003547,0.03052,0.32367,305.72,0.82335,16.5391,3.546982,455.15,1.44008,73.1588,20.0488,2.59386,0.07,180.521,6.7,3.04852,0.4,0.45462,0.2011,0.3,9.1407,43.01,0.35073,0.184707,0.2011
2018/2/6,"7,701.20",0,783.83,0.76185,142.219,8.2833,0.359,0.00442,0.036544,0.36328,368.05,1.0159,19.1816,4.232008,523.71,1.59031,96.9884,23.4312,3.02054,0.089,209.201,8.25,4.40265,0.42,0.52451,0.2234,0.35027,11.2795,47.06,0.38915,0.211164,0.2234
2018/2/7,"7,594.70",0,753.18,0.71781,137.993,7.6936,0.331,0.004222,0.032882,0.33171,354.21,1.00043,18.1491,3.878076,522.64,1.58697,91.6334,21.4401,2.81667,0.0955,205.708,8.11,3.80275,0.38,0.51246,0.2133,0.33794,10.8216,46.99,0.3635,0.205069,0.2133
2018/2/8,"8,164.20",1,805.4,0.78213,148.903,8.3581,0.345,0.00458,0.037614,0.35314,439.69,1.083,21.7247,4.274409,608.94,1.76361,97.1121,25.7232,3.07654,0.1084,247.974,8.28,5.14112,0.42,0.54018,0.2345,0.37383,12.1788,51.53,0.39675,0.2084,0.2345
2018/2/9,"8,699.80",1,877.85,0.92043,163.998,9.5095,0.3765,0.005028,0.046846,0.39192,473.75,1.14354,25.7209,4.633827,637.38,1.9311,84.282,30.1082,3.30111,0.1221,258.173,8.28,4.48703,0.44,0.60443,0.2609,0.39037,13.0647,56.45,0.49743,0.224265,0.2609
2018/2/10,"8,559.60",1,851.39,1.02892,155.029,8.9259,0.381,0.005018,0.047877,0.38862,481.71,1.08581,24.0958,4.379604,633.52,1.83273,88.4636,28.5926,3.1588,0.1142,247.067,9.24,4.05612,0.41,0.56677,0.2469,0.36152,12.2693,53.98,0.50655,0.223506,0.2469
2018/2/11,"8,081.90",0,810.45,0.96074,148.808,8.3334,0.356066,0.004942,0.042215,0.36108,435.65,0.99219,23.7949,3.979729,580.63,1.6694,82.097,26.3551,2.80458,0.1194,227.667,8.67,3.85693,0.42,0.52031,0.2372,0.33666,11.7724,49.48,0.45156,0.203084,0.2372
2018/2/12,"8,903.50",1,865.62,1.0427,161.459,9.1169,0.378675,0.005548,0.045946,0.38479,462.04,1.03935,29.523,4.336967,622.67,1.86959,87.2313,29.0535,2.84361,0.1247,247.338,9.34,4.2514,0.49,0.54536,0.2454,0.37835,12.7282,53.43,0.49004,0.214384,0.2454
2018/2/13,"8,539.20",1,841.38,0.98725,159.267,8.9294,0.364899,0.005694,0.042924,0.39773,447.18,0.97613,33.1874,4.173382,596,1.8103,72.0518,28.6044,2.63554,0.1159,233.538,8.99,3.92124,0.57,0.51517,0.2361,0.34318,12.87,48.68,0.46633,0.206092,0.2361
2018/2/14,"9,476.30",1,919.67,1.12865,212.082,9.8348,0.395507,0.006785,0.046175,0.44813,481.45,1.0879,34.6871,4.950182,676.74,2.02488,90.6571,31.8311,2.71727,0.1224,274.202,10.36,4.46949,0.57,0.54685,0.2731,0.38992,15.5852,52.46,0.50487,0.221465,0.2731
2018/2/15,"10,037.30",1,927.56,1.10821,221.337,9.8692,0.391873,0.007303,0.046649,0.4405,481.49,1.38713,33.8172,6.002831,697.59,2.09597,89.925,31.6529,2.71507,0.1352,295.726,10.87,4.77318,0.56,0.54087,0.2686,0.41373,16.4896,53.48,0.5029,0.222704,0.2686
2018/2/16,"10,178.70",1,937.5,1.11358,228.217,9.8315,0.395991,0.006952,0.05258,0.44756,478.9,1.30003,34.6427,5.729627,694.86,2.08674,88.3795,31.8593,2.90599,0.1319,293.115,11.2,4.82109,0.67,0.51653,0.2716,0.42274,18.0359,53.4,0.50686,0.220272,0.2716
2018/2/17,"11,073.50",1,971.54,1.17811,228.445,9.9798,0.417151,0.007035,0.054554,0.47279,489.25,1.2822,34.691,5.966407,738.54,2.18675,97.6626,32.4601,2.92206,0.1386,320.587,11.66,5.38461,0.68,0.5857,0.2803,0.47544,18.1978,54.62,0.52319,0.227494,0.2803
2018/2/18,"10,398.80",1,913.1,1.07052,213.821,9.0775,0.368394,0.006463,0.050024,0.43574,448.83,1.1797,34.3538,5.406377,685.74,1.95099,89.909,29.8408,2.58825,0.1268,295.34,10.64,4.72591,0.7,0.52476,0.2564,0.41342,16.3471,52.33,0.45568,0.203094,0.2564
2018/2/19,"11,169.40",1,940.08,1.10954,222.097,9.48,0.379084,0.006712,0.051728,0.44306,471.5,1.1889,38.4183,6.462531,726.36,2.06651,96.9982,31.2717,2.60675,0.1279,314.457,11.06,4.79369,0.78,0.52944,0.2663,0.42435,17.5611,53.23,0.51653,0.211998,0.2663
2018/2/20,"11,238.70",1,884.51,1.02735,228.696,8.8995,0.34917,0.007152,0.04676,0.39012,436.38,1.03621,36.6131,6.264072,681.61,1.88345,92.7725,28.8502,2.26377,0.1115,301.965,9.89,4.24218,0.75,0.47642,0.2471,0.39025,17.9219,49.6,0.46523,0.189533,0.2471
2018/2/21,"10,473.00",1,839.1,0.95247,210.01,8.3138,0.334378,0.006648,0.044097,0.37552,426.42,0.95826,34.5356,5.998971,662.25,1.71192,91.0605,26.485,2.17419,0.1094,308.049,9.37,4.03423,0.62,0.46659,0.2186,0.36521,17.5624,45.66,0.43457,0.181305,0.2186
2018/2/22,"9,841.70",1,803.66,0.89144,193.049,7.7967,0.313682,0.006233,0.040406,0.34678,394.85,0.92194,31.429,5.559862,628.48,1.603,86.4903,25.1439,2.08342,0.1092,274.875,8.86,3.87392,0.62,0.43087,0.226,0.3409,16.3115,43.14,0.40165,0.166556,0.226
2018/2/23,"10,170.40",1,856.65,0.94178,206.945,8.262,0.32601,0.006675,0.04245,0.36712,415.06,0.98887,36.1818,6.035556,628.5,1.7205,88.0923,26.5331,2.18958,0.1109,279.445,9.7,3.98661,0.67,0.44488,0.2273,0.35319,17.3125,43.79,0.42204,0.175017,0.2273
2018/2/24,"9,704.30",1,834.36,0.90218,206.412,7.9387,0.299075,0.006272,0.040515,0.34069,391.81,0.92915,36.775,5.575371,591.67,1.74099,78.9868,25.0855,1.96233,0.1045,268.534,9.09,3.56589,0.65,0.41486,0.217,0.34244,16.3768,42.73,0.39632,0.163937,0.217
2018/2/25,"9,585.20",1,840.88,0.9026,217.7,7.7123,0.323513,0.006083,0.039979,0.34733,391.77,0.98021,35.1304,5.870058,589.72,1.78925,66.8376,25.2165,1.93583,0.1072,278.085,9.34,3.77414,0.68,0.39939,0.2174,0.35501,16.5239,43.78,0.40962,0.168036,0.2174
2018/2/26,"10,285.10",1,866.99,0.92937,218.439,7.978,0.324353,0.006294,0.041671,0.35443,404.15,1.03304,35.2831,5.633222,620.89,1.8518,110.9864,27.526,2.02086,0.1113,291.174,9.92,4.05094,0.69,0.40553,0.22053,0.36349,17.7784,46.32,0.41665,0.170448,0.22053
2018/2/27,"10,594.40",1,871.44,0.92968,215.138,8.3839,0.330177,0.00633,0.042931,0.35603,407.81,0.99586,35.6429,5.254723,611.86,1.96337,116.2872,27.3292,2.0142,0.1128,300.863,10.56,4.01515,0.72,0.40024,0.21926,0.36662,19.9122,48.34,0.41025,0.169308,0.21926
2018/2/28,"10,333.90",1,852.49,0.88692,202.01,8.2075,0.306633,0.00607,0.043443,0.33106,383.13,0.92862,33.2884,4.745467,585.04,1.85089,104.3931,25.5727,1.7429,0.106,286.104,10.46,3.57842,0.66,0.417,0.22102,0.34183,18.3084,45.59,0.37062,0.158261,0.22102
2018/3/1,"10,904.50",1,870.04,0.91533,209.633,8.5383,0.302354,0.006193,0.049059,0.33641,400.33,0.96704,33.5198,4.953187,617.4,1.96335,100.4779,26.4413,1.90644,0.1132,313.488,10.5,3.80923,0.68,0.42842,0.23949,0.37734,19.1456,46.4,0.38412,0.158635,0.23949
2018/3/2,"10,827.70",1,856.09,0.89935,212.399,8.0215,0.292499,0.005549,0.052835,0.31823,387.05,0.94453,30.5295,4.53482,604.56,1.9153,78.9232,25.654,1.81947,0.1118,343.372,10.23,3.57279,0.65,0.38416,0.23016,0.4015,18.5279,45.23,0.3956,0.151048,0.23016
2018/3/3,"11,402.30",1,855.91,0.89855,210.271,7.92,0.293513,0.005262,0.049268,0.34709,386.52,0.93004,28.9019,4.456767,610.92,1.85838,76.8173,25.5758,1.81646,0.1123,350.028,10.24,3.68611,0.65,0.37043,0.2205,0.38235,17.8091,47.07,0.42184,0.157456,0.2205
2018/3/4,"11,416.50",1,865.53,1.0043,213.332,8.148,0.301967,0.005466,0.047959,0.3619,408.22,0.93363,29.5828,4.57206,619.86,1.89249,81.3623,26.3884,1.82727,0.1132,368.224,10.39,3.6271,0.59,0.34492,0.22648,0.37382,17.9327,46.71,0.41381,0.160271,0.22648
2018/3/5,"11,330.60",1,850.24,0.94569,211.24,7.9634,0.296646,0.005261,0.046733,0.34959,391.89,0.90102,26.5928,4.697951,613.77,1.86593,79.7423,26.1894,2.01568,0.1125,371.654,10.09,3.45055,0.57,0.3435,0.21773,0.37584,17.1498,46.48,0.39897,0.170079,0.21773
2018/3/6,"10,675.10",1,814.88,0.90345,196.182,7.1492,0.27899,0.004606,0.04421,0.3313,383.36,0.79508,24.8836,4.70731,577.62,1.68945,82.5911,24.6823,1.76182,0.105,343.374,9.39,3.32557,0.57,0.32954,0.18972,0.33775,15.7325,43.29,0.37245,0.168832,0.18972
2018/3/7,"9,902.90",1,749.98,0.85192,184.907,6.3827,0.240845,0.00406,0.038764,0.32394,348.04,0.71242,21.8384,4.07402,511.78,1.52825,86.7802,21.4192,1.53041,0.0916,337.037,9.01,2.91348,0.52,0.29864,0.17437,0.29719,14.3735,39,0.33681,0.153458,0.17437
2018/3/8,"9,300.00",1,698.96,0.80642,176.18,6.0894,0.21432,0.003995,0.036827,0.30883,318.5,0.64867,22.2188,3.630306,491.12,1.37246,71.8128,19.6622,1.37573,0.0837,276.113,8.26,2.62333,0.53,0.33467,0.16325,0.27049,13.622,38.63,0.31333,0.147059,0.16325
2018/3/9,"9,217.00",1,725.89,0.82457,142.03,6.009,0.216159,0.004151,0.03738,0.30756,309.78,0.65557,22.0595,3.759003,498.81,1.38178,78.2329,19.0947,1.29254,0.082,285.55,8.33,2.75066,0.45,0.34506,0.1698,0.25016,14.8415,36.69,0.29038,0.14127,0.1698
2018/3/10,"8,762.00",0,682.52,0.77546,176.751,5.6854,0.200751,0.003989,0.034808,0.28674,287.53,0.64263,20.7717,3.458689,482.69,1.2924,63.9896,18.0052,1.2334,0.0791,254.735,7.65,2.51871,0.47,0.34659,0.1676,0.26127,13.2966,33.14,0.27471,0.130753,0.1676
2018/3/11,"9,529.60",1,720.12,0.81652,187.855,6.0319,0.2192,0.004159,0.038444,0.30397,307.59,0.68286,21.3767,3.839397,528.76,1.37317,67.0815,19.1369,1.29244,0.0845,280.315,8.27,2.75674,0.51,0.34264,0.16717,0.27065,14.5934,35.84,0.28621,0.135949,0.16717
2018/3/12,"9,137.40",1,697.04,0.78325,177.501,5.7404,0.218142,0.00404,0.036526,0.28878,290.96,0.63653,20.3783,3.999736,499.84,1.32679,61.8093,18.0718,1.26449,0.0891,257.908,8.03,2.54644,0.49,0.38405,0.16187,0.25786,13.6857,34.81,0.28969,0.132508,0.16187
2018/3/13,"9,154.90",1,689.57,0.77825,175.454,5.7966,0.217594,0.003971,0.035843,0.28802,285.11,0.59905,19.8744,4.285704,488.39,1.30106,61.0746,17.9746,1.27752,0.0933,247.524,10.15,2.70827,0.56,0.46352,0.16198,0.24694,13.6886,38.29,0.32141,0.130602,0.16198
2018/3/14,"8,210.60",0,612.09,0.68783,160.589,5.2702,0.193638,0.003599,0.031042,0.24561,250.93,0.53359,17.0516,3.834635,426.79,1.11282,57.2564,15.8419,1.14457,0.0812,215.432,8.91,2.41096,0.45,0.39517,0.14614,0.2207,11.652,31.11,0.28806,0.117145,0.14614
2018/3/15,"8,264.40",0,610.13,0.68468,163.693,5.1184,0.184136,0.003541,0.03035,0.23951,243.8,0.4928,18.2794,3.801455,417.79,1.08506,58.4099,15.4128,1.11519,0.0859,212.317,9.12,2.29869,0.42,0.3766,0.15044,0.19611,11.2231,31.97,0.28176,0.108756,0.15044
2018/3/16,"8,289.20",0,600.79,0.67874,166.008,5.0448,0.174545,0.003523,0.030602,0.22873,237.29,0.51926,17.667,3.871083,425.04,1.09093,52.155,14.8026,1.11892,0.099,215.918,9.08,2.28347,0.42,0.34021,0.15009,0.1975,11.1738,32.77,0.29614,0.105564,0.15009
2018/3/17,"7,874.90",0,550.27,0.62952,152.039,4.6336,0.154946,0.003334,0.028328,0.20818,220.34,0.45299,16.209,3.671171,388.04,1.1322,45.8001,13.4602,1.02413,0.0857,197.449,8.94,1.95858,0.41,0.28258,0.1458,0.18956,9.6914,30.59,0.25697,0.090647,0.1458
2018/3/18,"8,201.20",0,536.72,0.65043,152.398,4.6018,0.154478,0.003124,0.028914,0.21915,244.33,0.44425,16.7193,3.622485,394.86,1.22294,60.0304,13.2186,0.97427,0.0809,209.793,8.94,2.03891,0.39,0.28489,0.13516,0.1842,10.4341,29.77,0.26383,0.098556,0.13516
2018/3/19,"8,616.80",0,556.16,0.72155,160.607,6.1546,0.19042,0.003486,0.031886,0.2474,255.3,0.46729,19.4994,3.814613,413.21,1.32312,65.6754,19.65,1.12805,0.0862,217.987,9.01,2.29436,0.37,0.28945,0.14868,0.20116,11.5344,32.62,0.2887,0.115347,0.14868
2018/3/20,"8,912.60",0,557.08,0.70026,169.247,5.947,0.199373,0.003657,0.038094,0.26681,260.15,0.54397,20.0942,3.635266,428.98,1.44421,67.0457,20.607,1.25585,0.0906,223.747,9.18,2.57797,0.39,0.30704,0.16119,0.21284,12.0882,35.09,0.29508,0.11414,0.16119
2018/3/21,"8,905.90",0,560.24,0.68035,168.303,6.8808,0.207595,0.003641,0.036975,0.2505,259.95,0.59408,19.6169,3.684268,434.45,1.36427,72.6185,19.4314,1.34584,0.0927,218.331,9.94,3.39728,0.44,0.29292,0.16025,0.20216,11.8453,35.78,0.29508,0.111979,0.16025
2018/3/22,"8,726.20",0,539.87,0.65445,163.468,6.8956,0.198995,0.003597,0.037553,0.24135,249.9,0.58545,19.5587,3.50089,412.11,1.31631,69.4508,19.2436,1.28118,0.0887,212.585,10.07,3.58408,0.43,0.29622,0.1601,0.20353,11.4989,35.19,0.29398,0.109546,0.1601
2018/3/23,"8,916.80",0,543.42,0.6404,167.136,6.9411,0.188561,0.003566,0.041196,0.23683,259.85,0.56564,19.1237,3.360682,431.66,1.35619,68.8505,18.3981,1.33435,0.09,215.958,11.79,4.04201,0.4,0.28257,0.16478,0.20699,11.4994,35.01,0.27584,0.101763,0.16478
2018/3/24,"8,547.40",0,520.45,0.62913,159.229,6.517,0.186878,0.003517,0.049354,0.23236,241.7,0.60243,18.323,3.375949,421.72,1.3208,65.2151,17.7616,1.45494,0.0927,208.363,13.17,3.51581,0.42,0.28104,0.16152,0.21637,11.1171,34.68,0.26569,0.098007,0.16152
2018/3/25,"8,473.20",0,523.5,0.63466,160.391,6.441,0.183449,0.00347,0.046037,0.23856,239.93,0.60559,18.0401,3.334962,411.16,1.31762,65.4265,17.9122,1.38431,0.0946,212.284,12.97,3.4279,0.41,0.28778,0.16074,0.2111,10.8513,34.21,0.27396,0.098499,0.16074
2018/3/26,"8,143.50",0,485.98,0.58843,150.722,5.7946,0.165689,0.003283,0.045244,0.22739,225.35,0.66902,16.3239,3.218708,388.44,1.22717,59.1107,16.0269,1.23105,0.0828,196.913,11.97,3.05586,0.37,0.26987,0.1457,0.21592,10.2546,34.55,0.25236,0.091395,0.1457
2018/3/27,"7,801.70",0,448.48,0.57012,134.64,5.8061,0.15319,0.003154,0.043244,0.21506,216.45,0.648,15.8486,2.935181,354.48,1.16907,55.3038,15.1138,1.18752,0.0818,188.121,11.5,2.82762,0.35,0.25074,0.14102,0.22884,9.7025,32.14,0.24803,0.08863,0.14102
2018/3/28,"7,954.90",0,446.84,0.57354,131.632,6.1996,0.159892,0.003162,0.04885,0.21783,210.74,0.63853,16.08,2.899368,350.09,1.18039,57.1865,15.4917,1.19051,0.0794,199.479,11.67,2.86096,0.35,0.25283,0.14449,0.22124,9.6672,33.05,0.2576,0.091773,0.14449
2018/3/29,"7,129.20",0,384.12,0.50298,114.666,5.8821,0.143588,0.002872,0.043575,0.18952,187.25,0.55159,14.7203,2.42829,329.93,1.08621,51.7888,14.1335,0.99843,0.0706,176.856,10.19,2.30947,0.29,0.23164,0.12892,0.18826,8.4205,26.53,0.2228,0.085945,0.12892
2018/3/30,"6,853.70",0,393.79,0.49917,118.517,6.0168,0.144917,0.002765,0.042206,0.18689,191.28,0.51707,14.3676,2.335211,311.89,1.10536,50.2223,14.193,1.02777,0.0663,172.763,10.37,2.25049,0.28,0.22498,0.12621,0.18122,8.2525,25.5,0.21732,0.086182,0.12621
2018/3/31,"6,938.20",0,393.96,0.50089,116.34,5.9264,0.150646,0.0028,0.033853,0.2045,185.68,0.55568,14.3498,2.363871,306.5,1.07138,49.9827,14.056,1.00276,0.07,180.729,11.04,2.18156,0.29,0.2254,0.12689,0.18917,8.1821,26.01,0.2188,0.086718,0.12689
2018/4/1,"6,825.20",0,378.75,0.47874,115.174,5.5956,0.148256,0.002707,0.032224,0.20535,183.33,0.51208,13.5694,2.220254,292.96,0.98924,47.2905,13.3487,0.93387,0.0669,176.558,11.1,2.16409,0.28,0.21572,0.12739,0.18487,8.0864,24.46,0.21071,0.082416,0.12739
2018/4/2,"7,068.40",0,385.07,0.49373,119.178,5.8134,0.153051,0.002801,0.035517,0.22472,194.55,0.53943,14.0707,2.715882,313.66,1.02684,48.7786,14.1602,0.97734,0.0685,178.642,12.6,2.15065,0.28,0.22769,0.1471,0.19329,8.7015,25.3,0.23358,0.090803,0.1471
2018/4/3,"7,424.20",0,415.55,0.54745,134.26,6.0274,0.170158,0.003011,0.034977,0.23447,206.22,0.60448,15.056,2.887781,340.42,1.10324,53.4121,14.9412,1.04221,0.0744,189.693,13.31,2.35987,0.29,0.25815,0.15125,0.21261,9.4647,26.83,0.26538,0.104393,0.15125
2018/4/4,"6,808.90",0,378.68,0.49122,118.275,5.6653,0.152001,0.002769,0.030274,0.2004,184.28,0.53339,13.5956,2.523341,300.83,0.9823,47.4892,13.5258,0.90498,0.068,170.895,12.21,2.071,0.28,0.22759,0.13776,0.1854,8.219,23.91,0.29128,0.092304,0.13776
2018/4/5,"6,782.00",0,381.52,0.48931,118.658,6.31,0.148427,0.002803,0.039687,0.19546,184.69,0.55241,13.6573,2.429726,301.94,0.97271,47.019,13.379,0.89829,0.0718,173.458,12.49,2.05314,0.29,0.2258,0.14373,0.18563,8.8426,26.71,0.25269,0.086819,0.14373
2018/4/6,"6,624.30",0,369.97,0.47391,113.087,5.8307,0.142585,0.002718,0.036526,0.19192,176.88,0.52671,13.1229,2.353813,287.83,0.93071,44.8867,12.7518,0.86462,0.068,163.256,12.26,1.91272,0.27,0.21805,0.1386,0.1799,9.2391,24.19,0.23477,0.088194,0.1386
2018/4/7,"6,905.70",0,384.87,0.48562,116.087,5.8877,0.146662,0.002817,0.037047,0.19898,183.37,0.55399,13.4479,2.523436,299.42,0.98024,46.4713,13.0711,0.98158,0.0724,171.251,12.5,2.08236,0.29,0.2276,0.14087,0.19145,9.3643,24.68,0.23893,0.088887,0.14087
2018/4/8,"7,030.50",0,400.71,0.4984,117.839,5.9709,0.156939,0.002859,0.03758,0.20465,186,0.58168,14.1201,2.546015,312.93,1.02113,49.3586,13.3753,1.00437,0.0718,175.764,12.12,2.07769,0.32,0.23503,0.14416,0.19866,9.5554,25.09,0.25112,0.090036,0.14416
2018/4/9,"6,781.90",0,399.05,0.48669,114.977,5.8578,0.150659,0.002796,0.035691,0.195,179.13,0.55117,13.6203,2.566887,299.71,0.98745,53.0109,13.3911,0.98791,0.0738,167.865,11.88,1.98064,0.31,0.22908,0.13849,0.18573,9.0768,24.29,0.23773,0.087561,0.13849
2018/4/10,"6,854.80",0,415.45,0.49152,114.321,5.9878,0.156597,0.003086,0.036878,0.19818,181.16,0.57275,13.6811,2.708859,301.02,1.01148,52.7209,13.3979,1.03215,0.0775,168.291,12.08,2.12654,0.36,0.2352,0.14157,0.19417,9.2393,24.7,0.25499,0.089558,0.14157
2018/4/11,"6,962.10",0,430.14,0.54025,118.325,8.5392,0.168491,0.003398,0.036289,0.21248,185.75,0.6072,14.604,2.824545,310.4,1.06646,58.3663,14.3834,1.09664,0.0774,170.175,12.3,2.30278,0.36,0.24991,0.15614,0.20615,9.8071,25.35,0.2621,0.094364,0.15614
2018/4/12,"7,926.60",0,494.03,0.64141,129.665,8.8316,0.219408,0.00388,0.040508,0.24479,217.77,0.70769,16.1984,3.417802,357.39,1.34049,67.1404,16.5441,1.26578,0.0858,192.999,12.97,2.74481,0.4,0.27737,0.17892,0.23104,12.0989,28.02,0.29532,0.11045,0.17892
2018/4/13,"7,887.40",0,493.48,0.64073,125.391,8.8134,0.203135,0.003962,0.038968,0.24554,229.47,0.69056,15.5922,3.301542,353.34,1.32025,62.2345,15.5843,1.31631,0.0913,189.402,13.49,2.58721,0.38,0.27975,0.18613,0.24269,12.6857,29.07,0.28853,0.110708,0.18613
2018/4/14,"8,004.40",0,502.52,0.64046,126.514,8.7201,0.207402,0.004153,0.040261,0.25238,223.11,0.74893,16.0814,3.327669,357.8,1.43902,64.1818,15.8153,1.33069,0.0975,192.018,13.27,2.62879,0.4,0.30634,0.18569,0.25456,13.7851,29.29,0.30247,0.112086,0.18569
2018/4/15,"8,363.60",0,533.9,0.69374,132.525,8.5216,0.227754,0.004634,0.043341,0.29571,233.11,0.80342,16.8411,3.576139,382.53,1.67282,70.7208,16.8099,1.36827,0.1011,201.727,13.1,2.85495,0.41,0.35991,0.22776,0.26182,14.1701,30.95,0.3245,0.123639,0.22776
2018/4/16,"8,070.00",0,511.82,0.66449,128.719,8.1156,0.262363,0.004561,0.041281,0.28439,225.7,0.75401,16.1686,3.319079,364.94,1.62614,66.8936,16.5917,1.40603,0.0966,195.736,12.23,2.8523,0.4,0.34326,0.21145,0.26815,15.5044,28.69,0.31096,0.118158,0.21145
2018/4/17,"7,908.60",0,503.19,0.65532,132.309,8.4971,0.24383,0.004705,0.042007,0.30085,222.46,0.85316,16.0678,3.3382,365.25,1.555,65.68,16.2443,1.40099,0.0974,196.873,11.74,2.85095,0.42,0.33996,0.21107,0.27179,14.2035,28.93,0.33123,0.119993,0.21107
2018/4/18,"8,178.40",0,525.66,0.71267,140.425,9.0483,0.263155,0.005442,0.047296,0.35497,248.61,0.93369,17.6395,3.575174,422.2,1.68305,72.9908,17.4807,1.52067,0.1062,229.425,12.3,3.27699,0.44,0.37567,0.22727,0.35684,15.063,32.54,0.36068,0.133402,0.22727
2018/4/19,"8,290.80",0,567.49,0.78299,146.441,9.4645,0.271254,0.005969,0.049293,0.36573,264.9,0.92129,18.3542,3.737397,432.48,1.76847,73.9309,18.468,1.58731,0.1087,238.489,12.35,3.38512,0.5,0.38925,0.2446,0.38151,15.7096,37.96,0.38159,0.138861,0.2446
2018/4/20,"8,867.00",0,617.04,0.92432,155.657,11.4445,0.305217,0.005906,0.053798,0.39029,282.3,0.98294,19.6043,4.019464,461.76,1.97566,79.1289,20.2347,1.73487,0.1179,273.023,12.57,3.59173,0.49,0.41023,0.27864,0.40069,16.2926,39.95,0.39599,0.151426,0.27864
2018/4/21,"8,923.10",0,605.59,0.86585,148.686,11.1064,0.285852,0.005381,0.052969,0.37176,270.32,0.92696,18.6264,3.84704,445.03,1.92457,74.7029,19.2861,1.62986,0.1168,257.079,13.35,3.49241,0.49,0.38369,0.26631,0.39865,15.3159,38.88,0.37199,0.153337,0.26631
2018/4/22,"8,806.70",0,622.23,0.8629,146.575,11.3038,0.285654,0.005524,0.052161,0.36456,272.72,1.00065,18.6673,3.88672,468.42,1.99915,73.6744,19.1029,1.69445,0.1658,270.389,12.87,3.54696,0.49,0.38574,0.26253,0.41527,15.1433,40.04,0.3827,0.149196,0.26253
2018/4/23,"8,952.80",0,644.13,0.87375,152.594,11.6078,0.292559,0.005604,0.058502,0.37093,300.27,1.00626,20.4111,3.885002,506.05,2.12805,76.1683,20.4553,1.93325,0.1472,284.006,13.64,3.87621,0.49,0.39932,0.26897,0.41371,15.8082,42.24,0.39594,0.150117,0.26897
2018/4/24,"9,645.30",0,703.02,0.92197,164.652,15.1404,0.316117,0.005767,0.072591,0.39515,316.78,1.17458,22.0285,4.269898,525.34,2.12968,82.4191,22.6755,2.16833,0.1473,293.225,15.12,4.24202,0.54,0.43012,0.29541,0.45127,17.9817,45.2,0.41483,0.160982,0.29541
2018/4/25,"8,873.10",0,617.36,0.795,144.847,14.4316,0.269878,0.00507,0.070228,0.33752,284.14,1.03169,18.6156,3.60838,463.44,1.79547,71.4994,19.0828,1.95669,0.1258,256.801,13.36,3.66027,0.46,0.37619,0.24853,0.3932,15.5961,40.07,0.36784,0.1322,0.24853
2018/4/26,"9,287.00",0,662.36,0.84858,153.667,15.4596,0.295181,0.005524,0.073666,0.38743,303.29,1.14092,21.0058,3.968461,504.74,2.04159,77.1917,20.9257,2.65979,0.1423,267.817,14.63,4.25994,0.47,0.40193,0.27583,0.41985,18.1739,43.22,0.39417,0.145597,0.27583
2018/4/27,"8,940.90",0,643.97,0.80831,145.984,16.5749,0.28587,0.005379,0.073412,0.3875,282.11,1.07038,20.5928,3.816357,472.17,1.89315,72.2745,19.7141,2.61069,0.1376,250.867,14.29,4.25241,0.48,0.38827,0.26047,0.41337,17.3384,40.41,0.37517,0.136805,0.26047
2018/4/28,"9,352.40",0,683.49,0.86288,152.143,18.7888,0.359238,0.005507,0.08174,0.4291,295.93,1.20103,21.7278,4.399777,497.42,2.03069,76.5647,21.5773,2.75758,0.1543,261.26,15.2,4.83014,0.48,0.42103,0.28235,0.42799,18.1445,41.92,0.39614,0.16155,0.28235
2018/4/29,"9,415.10",0,689.9,0.86782,153.483,21.4178,0.366241,0.005451,0.088416,0.45821,293.64,1.28714,21.7654,4.88616,499.27,2.03825,90.6119,22.989,2.77876,0.149,256.006,15.07,4.7024,0.53,0.42647,0.34563,0.43313,18.1923,40.71,0.40357,0.173463,0.34563
2018/4/30,"9,245.10",0,670.07,0.83137,148.327,17.4544,0.343187,0.005232,0.093007,0.42255,284.41,1.18362,21.6805,4.558085,473.64,1.95827,83.9706,22.3709,2.60988,0.1553,241.47,14.32,4.28762,0.53,0.40644,0.36151,0.43059,16.992,40.62,0.39268,0.157211,0.36151
