,ADA,ALGO,ATOM,BAT,BCH,BNB,ZIL,ETH,ICX,IOTA,LINK,LTC,NEO,QTUM,TRX,VET,XLM,XRP,ZEC,ZRX,BBI
173,0.020795246800731304,0.0016877637130803258,-0.005770084332001768,-0.048966756513926346,0.013570575730219359,0.009237875288683695,0.0039215686274509665,0.006114741322462702,0.15023163467902045,-0.026159334126040545,-0.044609665427509326,0.03714914694551452,-0.028252654309879444,0.006240249609984483,0.013237063778580138,-0.014447884416924683,-0.06815642458100557,-0.008022308022308078,0.0020553064275037336,-0.004749568221070755,0
174,0.03885391795094417,-0.033037872683319924,-0.02735889702714367,0.024489795918367196,0.055836972343522584,-0.02429596907785736,-0.001953125000000111,0.0037179108881677525,0.12993630573248405,0.005193767479025002,-0.022471910112359605,-0.03970646049010618,-0.01282736504543025,0.024628014366341766,-0.010969976905311762,-0.03638497652582151,-0.04920382165605086,-0.0271010705555087,0.03604956815621474,-0.0409937888198757,0
175,0.1580327868852458,-0.014170040485829927,-0.012024908739531881,0.015553522415370669,0.08542843218759866,0.011217049915872357,0.023121387283236983,0.04468908063076449,0.1879795396419437,0.14883346741753845,0.0,-0.0639512258399274,0.009246910287187715,0.03007518796992481,0.06999426276534693,-0.009380863039399667,-0.0092924682099772,0.008046509668450108,0.08730614589316499,-0.04297520661157017,1
176,0.23570270896040757,0.021222410865874286,-0.013892000896258194,0.05156626506024109,0.1711226656000986,0.04920913884007039,0.11290322580645151,0.06787052392359194,0.41270903010033444,0.28324187420852676,0.12550607287449367,-0.01985607675906198,0.05450437729454971,0.09312169312169316,0.14619164619164615,0.022471910112359605,0.043545345448311235,0.04258521469676846,0.24475806451612914,-0.012264564169951808,1
177,0.24983314794215805,0.04317789291882557,-0.017379679144385096,0.07655272026961968,0.23055930236205646,0.0898414562536698,0.12145748987854255,0.1366432878060786,0.579296615792966,0.240506329113924,0.16400000000000015,-0.0031455142231947564,0.11644943392636287,0.15026455026455032,0.18852959121415513,0.01845878136200718,0.09940497024851247,0.09616596165961666,0.3607128226136831,0.024615384615384484,1
178,0.24826147426981926,0.05641025641025643,0.0015945330296129878,0.07650809220205979,0.20867182462927159,0.07488207547169812,0.2004048582995952,0.12156520655492553,0.6664516129032256,0.25511945392491486,0.1598360655737705,-0.09020302493527732,0.10657004830917871,0.14002145922746778,0.1568505889646623,0.02634389462442166,0.07988587731811703,0.09109551585854914,0.36397209684037746,0.018733273862622468,1
179,0.2554286993507946,0.042544229149115376,-0.020535714285714435,0.05857345299952765,0.09176842407700048,0.04519450800915337,0.17382812499999978,0.09450038729666921,0.5817031070195624,0.24379324379324374,0.10505836575875493,-0.15760148580525335,0.05759259259259264,0.1333333333333333,0.13242280285035624,0.04624781849912751,0.06560465912983893,0.0439821822427886,0.23102741003169847,0.00694143167028205,1
180,0.16464688675302974,0.05291666666666672,-0.02414174972314509,-0.009738822487826426,0.039566560052939126,0.042444821731748794,0.2133072407045009,0.10712605832549382,0.786358511837655,0.22416534181240078,0.08045977011494254,-0.12431768558951961,0.08599530770619013,0.1326990485728592,0.11441914769410388,0.08595789107360363,0.062468598224753036,0.08612398734999771,0.20460311707140266,0.03411053540587217,1
181,0.07512268780671949,0.0800821355236141,-0.07324494675070636,0.05945945945945952,0.016084303937881295,0.023849140321686058,0.17514124293785316,0.08116883116883122,0.9940796555435953,0.1754201680672267,0.049056603773584895,-0.1097560975609756,0.04660382345167835,0.11289537712895359,0.028954423592493228,0.08591597796143247,0.0580878723054139,0.06435974590437987,0.15442859658390562,0.01899827288428324,1
182,0.048716507401161735,0.16666666666666674,-0.04112701658713935,0.11549037580201649,0.0007355838696967432,0.015075376884422065,0.24456521739130443,0.08690900724721029,1.4346590909090908,0.09144736842105261,-0.014388489208632893,-0.1036029911624744,0.08721656846991621,0.11471442400774445,0.03161843515541274,0.1393685679399963,0.08969935929029083,0.1352751358695652,0.04130223517978626,0.12549889135254988,1
