Date,BTC,trend,ADA,ALGO,ATOM,BAT,BCH,BNB,ZIL,ETH,ICX,IOTA,LINK,LTC,NEO,QTUM,TRX,VET,XLM,XRP,ZEC,ZRX
2020/1/8,"8,049.80",0,0.03631,0.2284,3.991,0.1821,239.95,14.53,0.00469,140.63,0.1171,0.1807,2.19,96.53,9.448,1.683,0.01403,0.005487,0.04763,0.2076,30.88,0.2127
2020/1/9,"7,822.20",0,0.03614,0.2222,4.245,0.1851,238.01,14.36,0.00459,137.75,0.1167,0.177,2.19,93.01,9.387,1.634,0.01399,0.005324,0.04718,0.20367,30.83,0.2058
2020/1/10,"8,194.90",0,0.0369,0.2259,4.27,0.1876,271.75,15.07,0.00469,144.88,0.1188,0.1902,2.23,90.51,9.888,1.733,0.01469,0.005455,0.04802,0.21286,33.64,0.2026
2020/1/11,"8,020.00",0,0.03681,0.2264,4.264,0.1886,261.1,14.94,0.00465,142.38,0.1202,0.1918,2.28,90.19,9.712,1.74,0.01461,0.005537,0.04829,0.21145,34.9,0.2064
2020/1/12,"8,182.40",0,0.03789,0.2282,4.253,0.1902,270.33,15.33,0.00478,146.5,0.1215,0.1913,2.24,84.26,10.269,1.755,0.01504,0.005525,0.04905,0.2154,35.52,0.2182
2020/1/13,"8,107.80",0,0.03682,0.227,4.241,0.1867,267,15.17,0.00467,143.51,0.1229,0.1884,2.19,85.46,10,1.701,0.01464,0.005407,0.04815,0.21134,38.3,0.2102
2020/1/14,"8,840.00",0,0.04169,0.2302,4.537,0.2141,349.97,16.65,0.00507,166.15,0.1394,0.2105,2.38,90.25,11.253,1.92,0.01679,0.005986,0.05285,0.23515,43.98,0.238
2020/1/15,"8,829.20",0,0.04278,0.2473,4.577,0.22,339.96,17.65,0.00523,166.48,0.1424,0.2334,2.4,85.79,11.424,1.974,0.0173,0.006003,0.0548,0.23368,55.01,0.2463
2020/1/16,"8,732.00",0,0.04167,0.2414,5.084,0.2177,326.82,17.06,0.00514,164.54,0.1454,0.2279,2.49,84.91,11.288,1.935,0.01727,0.005885,0.0537,0.22917,50.78,0.2477
2020/1/17,"8,912.60",0,0.04499,0.262,5.009,0.2284,368.24,18.08,0.00544,170.2,0.1528,0.2383,2.7,75.79,11.851,2.09,0.01759,0.006395,0.06083,0.23926,61.67,0.2547
2020/1/18,"8,919.30",0,0.04489,0.2585,4.629,0.2231,338.53,17.8,0.00528,174.17,0.1534,0.2455,2.77,76.29,11.876,2.036,0.01766,0.006239,0.06149,0.24352,51.14,0.2455
2020/1/19,"8,701.60",0,0.04199,0.24,4.516,0.2139,339.49,17.36,0.00511,166.84,0.1462,0.2465,2.62,74.67,11.231,1.93,0.01666,0.005862,0.06005,0.23576,51.61,0.2312
2020/1/20,"8,641.80",0,0.04376,0.237,4.506,0.2226,343.39,17.32,0.0051,166.81,0.1511,0.2523,2.69,72.68,11.114,1.923,0.01662,0.005814,0.06265,0.2331,53.52,0.2316
2020/1/21,"8,733.30",0,0.04607,0.2482,4.642,0.2205,343.5,18.11,0.00512,169.45,0.157,0.2503,2.67,76.31,11.226,1.949,0.01732,0.005964,0.0628,0.23726,53.26,0.2415
2020/1/22,"8,682.10",0,0.04575,0.247,4.657,0.2186,348.83,17.83,0.00519,168.05,0.1564,0.2486,2.65,77.09,11.247,1.995,0.01743,0.005863,0.06134,0.23737,52.23,0.242
2020/1/23,"8,409.80",0,0.04319,0.2356,4.463,0.2075,325.03,17.07,0.00496,162.81,0.1495,0.2369,2.47,75.04,10.623,1.89,0.01628,0.005607,0.05833,0.2259,49.6,0.2283
2020/1/24,"8,437.50",0,0.04495,0.2316,4.488,0.2077,318.79,17.03,0.00494,162.54,0.1507,0.237,2.5,73.12,10.511,1.89,0.01639,0.00558,0.05714,0.22222,48.82,0.2275
2020/1/25,"8,340.00",0,0.04314,0.234,4.39,0.2039,310.2,16.96,0.00494,160.49,0.155,0.2344,2.44,73.39,10.35,1.864,0.01613,0.005618,0.05608,0.21944,48.74,0.2242
2020/1/26,"8,612.50",0,0.04467,0.2374,4.48,0.2117,348.05,17.48,0.00512,167.83,0.1738,0.2457,2.57,75.38,10.8,1.935,0.01684,0.00573,0.05838,0.23123,53.63,0.2305
2020/1/27,"8,907.60",0,0.04786,0.24,4.515,0.2259,362.68,17.67,0.00511,170.08,0.1774,0.2516,2.61,73.28,11.082,1.997,0.01713,0.005747,0.05971,0.23083,55.18,0.2316
2020/1/28,"9,367.00",1,0.05298,0.2435,4.601,0.222,378.63,18.03,0.00531,175.56,0.1858,0.2856,2.65,72.16,11.351,2.055,0.01865,0.005808,0.06077,0.23928,56.79,0.2316
2020/1/29,"9,300.50",1,0.05337,0.2406,4.401,0.2182,380.65,17.91,0.00552,173.86,0.2112,0.304,2.78,73.55,11.202,2.066,0.01866,0.005733,0.06087,0.23552,61.74,0.2255
2020/1/30,"9,513.30",1,0.05618,0.2416,4.41,0.2236,392.29,18.56,0.00554,184.75,0.238,0.294,2.91,72.89,11.735,2.174,0.01948,0.005683,0.06282,0.24359,66.43,0.2331
2020/1/31,"9,352.80",1,0.05385,0.2472,4.397,0.2195,374.93,18.23,0.00593,180,0.2583,0.2942,2.83,66.77,11.453,2.125,0.01866,0.005766,0.06056,0.23943,66.48,0.2284
2020/2/1,"9,387.70",1,0.05608,0.2475,4.388,0.2241,379.99,18.27,0.00601,183.69,0.2749,0.3056,2.84,63.5,11.422,2.193,0.01907,0.005995,0.06221,0.2414,66.02,0.2321
2020/2/2,"9,326.80",1,0.05574,0.2527,4.406,0.2237,377.03,18.42,0.0062,188.3,0.3169,0.308,2.82,64.17,12.035,2.262,0.01909,0.006241,0.06344,0.25071,66.47,0.2395
2020/2/3,"9,295.10",1,0.05696,0.263,4.264,0.2352,384.72,18.46,0.00624,189.81,0.3705,0.3357,2.78,64.24,11.88,2.287,0.01919,0.006307,0.0643,0.25468,65.56,0.236
2020/2/4,"9,197.20",1,0.05597,0.2807,4.22,0.2434,380.93,18.18,0.00687,188.97,0.5142,0.3318,2.74,65.93,12.179,2.303,0.01925,0.006532,0.06633,0.26738,64.29,0.2538
2020/2/5,"9,613.00",1,0.05933,0.2753,4.33,0.2515,445.15,19.26,0.00686,203.8,0.4368,0.3265,2.84,66.94,12.774,2.446,0.02076,0.006472,0.06908,0.27776,71.18,0.257
2020/2/6,"9,770.00",1,0.0601,0.288,4.585,0.2648,445.76,20.67,0.00745,213.21,0.4578,0.3309,2.89,68.97,12.955,2.544,0.02269,0.0068,0.07114,0.2835,70.14,0.2783
2020/2/7,"9,819.60",1,0.05987,0.3124,4.825,0.2636,439.69,22.06,0.00825,223.69,0.4124,0.3209,3.3,67.01,12.792,2.574,0.02205,0.00682,0.07191,0.27963,68.43,0.2777
2020/2/8,"9,898.10",1,0.06007,0.3074,4.629,0.2559,444.33,21.79,0.00751,223.18,0.4051,0.3071,3.42,65.22,12.677,2.601,0.02178,0.006669,0.0709,0.27763,70.04,0.273
2020/2/9,"10,153.80",1,0.0619,0.3412,4.751,0.2731,449.71,24.35,0.00793,228.62,0.4383,0.3225,3.49,64.91,14.209,2.698,0.02206,0.006823,0.07324,0.28238,71.14,0.2968
2020/2/10,"9,852.60",1,0.06025,0.3589,4.771,0.2647,452.4,25.1,0.00756,223.01,0.4079,0.317,3.39,68.79,13.554,2.595,0.02216,0.00651,0.07053,0.27342,69.8,0.2835
2020/2/11,"10,225.00",1,0.06338,0.3695,5.105,0.2921,461.75,25.68,0.00819,236.92,0.4165,0.3321,3.99,70.44,13.785,2.709,0.02274,0.007485,0.07388,0.28097,72.75,0.3025
2020/2/12,"10,324.20",1,0.06822,0.3879,5.107,0.3028,473.83,26.42,0.00829,265.39,0.4224,0.3328,4,69.89,14.813,2.806,0.02393,0.00747,0.08006,0.30437,73.12,0.3109
2020/2/13,"10,240.40",1,0.06867,0.3495,4.914,0.2954,477.22,25.46,0.0081,268.95,0.3843,0.3221,3.88,70.85,15.136,2.849,0.02395,0.00806,0.08325,0.32722,72.14,0.3191
2020/2/14,"10,344.50",1,0.07073,0.3664,5.111,0.3112,493.51,26.37,0.00897,285.58,0.4035,0.3231,4.43,69.8,16.676,3.032,0.02638,0.008303,0.08669,0.33582,72.94,0.3461
2020/2/15,"9,906.30",1,0.06427,0.3354,4.623,0.2787,439.2,24.24,0.0081,265,0.3627,0.2878,4.3,69.15,15.068,2.687,0.02362,0.007464,0.07894,0.30749,64.46,0.3196
2020/2/16,"9,925.90",1,0.062,0.3458,4.395,0.2639,413.47,23.39,0.00776,260.09,0.3493,0.2779,4.45,68.87,14.65,2.499,0.02229,0.007096,0.07439,0.29287,60.06,0.3001
2020/2/17,"9,697.90",1,0.06014,0.3299,4.27,0.2664,412.76,23.43,0.00744,267.48,0.3455,0.2834,4.31,70.5,15,2.506,0.02177,0.006747,0.07272,0.28715,64.2,0.2918
2020/2/18,"10,156.10",1,0.06274,0.3495,4.44,0.2819,419.77,24.08,0.00782,282.26,0.3816,0.2907,4.54,70.02,15.477,2.634,0.02258,0.007055,0.07584,0.29785,65.71,0.3069
2020/2/19,"9,595.60",1,0.05744,0.3476,4.146,0.2585,378.7,22.32,0.00691,258.61,0.366,0.2672,4.39,72.7,14.062,2.444,0.02018,0.006485,0.07013,0.2749,62.18,0.2799
2020/2/20,"9,604.20",1,0.05815,0.4354,4.465,0.2564,372.47,22.16,0.00723,257.83,0.3886,0.2638,4.27,74.08,14.024,2.389,0.01983,0.006486,0.07034,0.27081,60.71,0.2776
2020/2/21,"9,677.70",1,0.05855,0.418,4.952,0.2653,377.58,22.19,0.00739,265.05,0.4222,0.2681,4.27,77.75,14.01,2.419,0.02016,0.006634,0.07094,0.27406,61.65,0.2882
2020/2/22,"9,651.80",1,0.05819,0.4502,5.011,0.2716,373.25,21.96,0.00738,261.64,0.4067,0.2704,4.11,76.64,13.715,2.388,0.02002,0.006598,0.0703,0.27491,60.73,0.2811
2020/2/23,"9,944.20",1,0.06163,0.4594,4.799,0.2763,402.92,22.86,0.0078,274.81,0.4033,0.2782,4.25,75.1,14.294,2.496,0.02138,0.006979,0.07321,0.28343,63.41,0.2884
2020/2/24,"9,659.00",1,0.05906,0.4945,4.395,0.2572,378.66,22.07,0.0072,265.51,0.3648,0.2621,3.92,73.18,13.365,2.36,0.0199,0.006713,0.06914,0.2704,60.7,0.2681
2020/2/25,"9,320.00",1,0.05603,0.3933,4.054,0.2341,352.88,20.33,0.00645,246.92,0.327,0.2475,3.49,72.26,12.393,2.385,0.01894,0.006208,0.06409,0.25227,57.04,0.2525
2020/2/26,"8,790.10",0,0.04918,0.363,3.641,0.2187,317.01,18.72,0.0057,224.01,0.3028,0.2158,3.56,66.4,11.007,2.099,0.01636,0.005558,0.05879,0.22913,51.44,0.2351
2020/2/27,"8,818.00",1,0.04982,0.3758,3.698,0.2209,324.56,19.18,0.00599,227.26,0.3089,0.2151,3.94,54.55,11.481,2.123,0.01701,0.005804,0.06045,0.23823,52.96,0.2438
2020/2/28,"8,690.80",0,0.04891,0.349,3.545,0.2153,315.66,19.01,0.00597,226.98,0.3066,0.2156,4.16,57.41,11.313,2.077,0.01711,0.005754,0.05841,0.23675,50.87,0.2376
2020/2/29,"8,524.10",0,0.04712,0.3235,3.443,0.2108,305.93,19.25,0.00589,217.33,0.2937,0.2122,4.06,55.14,11.095,2.025,0.01648,0.005617,0.05694,0.2287,48.92,0.2288
2020/3/1,"8,542.30",0,0.04569,0.3207,3.347,0.2092,312.35,18.94,0.00586,218.21,0.2872,0.2106,3.86,55.89,11.312,2.032,0.01645,0.005429,0.05582,0.22719,49.14,0.23
2020/3/2,"8,911.40",1,0.04918,0.3737,3.706,0.2277,338.54,19.92,0.00621,231.93,0.3156,0.224,4.24,55.34,12.088,2.18,0.01759,0.005829,0.05964,0.23942,52.31,0.2505
2020/3/3,"8,760.40",1,0.04867,0.3685,3.622,0.2237,329.75,19.69,0.00603,223.89,0.3394,0.2236,4.58,53.84,11.556,2.145,0.01723,0.005777,0.05816,0.23423,50.78,0.2543
2020/3/4,"8,753.30",1,0.04901,0.3926,3.746,0.2317,319.91,19.95,0.00611,224.48,0.3257,0.2222,4.64,55.99,11.755,2.154,0.01779,0.006039,0.05861,0.23475,50.26,0.2633
2020/3/5,"9,060.00",1,0.05096,0.379,3.759,0.2343,337.17,20.77,0.00624,228.39,0.3955,0.2275,4.71,55.6,12.073,2.194,0.01789,0.006128,0.05965,0.23904,51.82,0.2758
2020/3/6,"9,133.60",1,0.05174,0.3732,3.854,0.2424,350.6,21.35,0.00701,245.11,0.3812,0.2324,4.68,56.23,12.38,2.315,0.01834,0.006142,0.06137,0.2447,53.3,0.2838
2020/3/7,"8,885.90",1,0.04879,0.338,3.618,0.2274,330.92,20.24,0.00689,237.32,0.3515,0.2228,4.35,56.39,11.589,2.212,0.01699,0.005792,0.0583,0.23622,50.6,0.2628
2020/3/8,"8,029.60",0,0.04278,0.2904,3.079,0.192,272.53,16.91,0.00572,199.35,0.2903,0.1911,4.05,56.29,10.041,1.89,0.01462,0.004699,0.04965,0.20393,42.81,0.2249
2020/3/9,"7,934.90",0,0.04156,0.2787,3.029,0.1955,273,16.6,0.00593,203.29,0.3255,0.1919,4.13,56.68,9.916,1.944,0.01504,0.004675,0.05234,0.20955,42.18,0.2216
2020/3/10,"7,886.40",0,0.04141,0.2812,3.059,0.2032,271.49,16.84,0.00595,200.38,0.3151,0.1974,4.08,54.41,9.858,1.951,0.01508,0.004687,0.05198,0.21166,41.37,0.2382
2020/3/11,"7,932.80",0,0.03969,0.271,2.993,0.1997,266.93,16.56,0.00575,194.67,0.3018,0.1952,3.82,57.48,9.42,1.943,0.01488,0.004459,0.05043,0.2082,40.21,0.2266
2020/3/12,"4,858.40",0,0.02313,0.1366,1.626,0.1124,144.73,9.28,0.00312,108.28,0.1653,0.1095,2.02,57,5.668,1.037,0.00843,0.002285,0.03206,0.13566,25.78,0.1466
2020/3/13,"5,580.80",0,0.02836,0.1526,1.804,0.1324,176.8,10.93,0.00355,134.33,0.1911,0.1299,2.42,59.14,6.216,1.256,0.01026,0.002821,0.03949,0.15836,27.3,0.1677
2020/3/14,"5,177.10",0,0.02578,0.1474,1.84,0.1233,167.41,10.13,0.00346,122.68,0.1818,0.1244,2.14,57.48,5.754,1.174,0.00973,0.002545,0.03677,0.14594,24.96,0.1569
2020/3/15,"5,364.50",0,0.02697,0.1471,1.921,0.1234,178.07,10.38,0.00368,123.77,0.1885,0.1215,2.09,55.85,5.984,1.208,0.01027,0.002524,0.03791,0.15304,25.68,0.1584
2020/3/16,"5,024.40",0,0.02423,0.1266,1.673,0.1118,171.64,9.41,0.00334,110.85,0.1682,0.109,1.78,55.72,5.386,1.044,0.0096,0.00226,0.03519,0.14056,24.57,0.1381
2020/3/17,"5,331.60",0,0.02581,0.1384,1.763,0.1177,182.66,10.3,0.00353,116.23,0.1811,0.1211,1.87,56.47,5.647,1.099,0.01003,0.002474,0.03727,0.14712,25.06,0.1426
2020/3/18,"5,395.90",0,0.02607,0.1409,1.812,0.1198,184.69,10.39,0.00352,118.25,0.1822,0.1263,1.95,56.82,5.726,1.11,0.01023,0.002538,0.0369,0.14736,29.68,0.1456
2020/3/19,"6,168.50",0,0.03029,0.1572,2.073,0.1365,220.99,12.26,0.00406,136.58,0.2085,0.1491,2.25,54.58,6.487,1.256,0.01163,0.002907,0.04134,0.16461,31.98,0.1626
2020/3/20,"6,208.40",0,0.0295,0.1581,2.17,0.1346,215.16,11.91,0.00392,133.47,0.2027,0.1419,2.26,52.47,6.276,1.234,0.01128,0.002849,0.03993,0.15697,33.06,0.1521
2020/3/21,"6,190.00",0,0.02944,0.153,2.169,0.1361,220.18,12.1,0.00391,132.67,0.2012,0.1385,2.27,54.93,6.227,1.232,0.01123,0.002897,0.03956,0.15794,33.02,0.1552
2020/3/22,"5,817.90",0,0.02703,0.1458,1.919,0.1238,202.72,11.18,0.00359,122.22,0.1837,0.126,1.99,53.19,5.941,1.147,0.01028,0.00261,0.03679,0.14776,29.5,0.1407
2020/3/23,"6,482.10",0,0.02925,0.1595,2.111,0.1347,221.26,12.19,0.00388,136.15,0.1991,0.1432,2.25,53.74,6.689,1.233,0.01136,0.002852,0.03939,0.15857,32.04,0.1515
2020/3/24,"6,747.70",0,0.03023,0.1598,2.143,0.1535,227.38,12.42,0.00393,138.48,0.2089,0.1446,2.31,54.84,6.899,1.272,0.01151,0.00306,0.04031,0.16225,32.8,0.1517
2020/3/25,"6,679.70",0,0.02945,0.1538,2.078,0.1484,220.59,12.33,0.00388,136,0.2056,0.1409,2.26,54.66,6.934,1.261,0.01138,0.003056,0.04055,0.16167,32.2,0.1572
2020/3/26,"6,737.40",0,0.03084,0.159,2.172,0.1519,228,13.21,0.00394,138.44,0.2095,0.1451,2.31,53.35,7.035,1.278,0.01195,0.003082,0.04286,0.17614,32.46,0.1594
2020/3/27,"6,359.70",0,0.0288,0.1538,1.992,0.1396,213.34,12.33,0.00371,131.38,0.1945,0.136,2.14,49.54,6.509,1.204,0.01121,0.003,0.0404,0.17275,30.99,0.1496
2020/3/28,"6,245.30",0,0.02975,0.1499,1.971,0.1389,213.8,12.19,0.00378,131.14,0.1913,0.1394,2.14,49.55,6.628,1.213,0.01139,0.002969,0.03995,0.1754,30.36,0.1496
2020/3/29,"5,882.20",0,0.02808,0.1441,1.85,0.1303,205.32,11.3,0.00353,124.47,0.1789,0.1315,2.01,56.97,6.179,1.14,0.01066,0.002729,0.03775,0.16297,28.21,0.1442
2020/3/30,"6,394.40",0,0.02964,0.1547,1.955,0.1394,220.1,12.14,0.00379,132.02,0.2055,0.1414,2.13,56.71,6.568,1.197,0.01146,0.002934,0.04003,0.17105,30.53,0.1504
2020/3/31,"6,410.80",0,0.03045,0.154,1.95,0.1415,218.23,12.55,0.00382,132.81,0.2118,0.1436,2.26,59.75,6.772,1.211,0.01157,0.003108,0.04071,0.17347,30.9,0.1527
2020/4/1,"6,639.90",0,0.03093,0.154,1.968,0.1426,223.56,12.7,0.00387,135.67,0.2446,0.1467,2.28,57.74,6.808,1.222,0.01158,0.003153,0.04076,0.17496,31.29,0.1518
2020/4/2,"6,806.40",0,0.03191,0.158,1.982,0.1438,231.71,13.04,0.00396,141.61,0.2506,0.1476,2.3,59.74,6.985,1.268,0.01196,0.003228,0.04127,0.17836,32.23,0.1543
2020/4/3,"6,729.00",0,0.03227,0.1586,1.978,0.1445,236.08,13.38,0.00395,141.24,0.2421,0.1492,2.3,57.87,7.02,1.269,0.01193,0.00326,0.04139,0.17952,32.67,0.1554
2020/4/4,"6,856.80",0,0.03246,0.178,2.022,0.1465,238.12,13.76,0.00408,144.06,0.2392,0.1499,2.32,58.26,7.188,1.29,0.01197,0.003245,0.04182,0.1812,33.03,0.1563
2020/4/5,"6,772.20",0,0.03189,0.1718,2.064,0.146,231.07,13.69,0.00433,142.66,0.231,0.1486,2.26,58.23,7.017,1.258,0.01257,0.003233,0.04354,0.17928,32.51,0.1536
2020/4/6,"7,333.80",0,0.036,0.1878,2.406,0.1617,258.24,15.18,0.00471,171.34,0.2519,0.1661,2.56,58.25,7.817,1.419,0.01378,0.003644,0.04992,0.1981,37.61,0.1692
2020/4/7,"7,202.00",0,0.03526,0.1856,2.346,0.1609,252.51,14.73,0.00454,164.65,0.2479,0.164,2.72,58.28,7.727,1.375,0.0133,0.00387,0.04845,0.19285,36.45,0.1696
2020/4/8,"7,359.50",0,0.03641,0.2039,2.49,0.1662,267.38,15.1,0.00463,173.12,0.253,0.172,3.17,61.26,7.995,1.5,0.01375,0.003977,0.05124,0.20193,37.83,0.1773
2020/4/9,"7,284.90",0,0.03609,0.2,2.573,0.172,256.1,15.01,0.00465,169.58,0.2538,0.1725,3.31,63.15,8.02,1.476,0.01345,0.003866,0.05199,0.19827,40.74,0.1897
2020/4/10,"6,860.20",0,0.03322,0.179,2.309,0.1621,232.8,13.72,0.0042,157.92,0.2288,0.1611,3.22,64.11,7.299,1.342,0.01248,0.003609,0.04772,0.18764,36.71,0.169
2020/4/11,"6,877.60",0,0.03345,0.1795,2.308,0.1615,233.31,13.81,0.00427,158.31,0.2305,0.1603,3.29,61.4,7.306,1.349,0.0125,0.00368,0.04977,0.18863,36.2,0.1715
2020/4/12,"6,899.20",0,0.03344,0.1777,2.296,0.1598,233.02,14.28,0.00421,158.41,0.2323,0.161,3.41,60.44,7.36,1.36,0.01268,0.003685,0.04882,0.18907,36.21,0.1677
2020/4/13,"6,840.50",0,0.03311,0.1755,2.259,0.1582,223.5,15.02,0.00411,156.34,0.2279,0.159,3.37,62.04,7.281,1.341,0.01257,0.003609,0.04816,0.18768,35.75,0.1673
2020/4/14,"6,867.90",0,0.0331,0.1783,2.358,0.1653,223,15.61,0.00414,158.39,0.228,0.1579,3.25,63.68,7.257,1.329,0.01245,0.003666,0.04805,0.18604,35.51,0.1707
2020/4/15,"6,622.90",0,0.03185,0.1687,2.27,0.1552,215.06,14.57,0.004,152.8,0.2201,0.1481,3.12,61.8,6.993,1.295,0.01219,0.003658,0.04607,0.18053,35.08,0.1637
2020/4/16,"7,103.80",0,0.03446,0.1856,2.414,0.1653,234.99,15.72,0.00428,172.4,0.2353,0.1572,3.48,61.39,7.616,1.403,0.01302,0.003828,0.04916,0.19061,38.75,0.1732
2020/4/17,"7,025.50",0,0.03433,0.1877,2.367,0.165,231.96,15.63,0.0042,170.55,0.2321,0.1561,3.45,60.93,7.467,1.383,0.01288,0.003783,0.04856,0.18864,40.33,0.1722
2020/4/18,"7,248.90",0,0.03654,0.1988,2.509,0.1713,243.65,16.62,0.00441,187.51,0.2474,0.1627,3.78,59.03,7.881,1.437,0.0134,0.003968,0.05057,0.19542,42.13,0.1791
2020/4/19,"7,122.00",0,0.0355,0.1875,2.381,0.1647,231.14,16.06,0.00424,180.11,0.2374,0.1558,3.6,57.6,7.618,1.391,0.0129,0.003904,0.0488,0.18886,46.44,0.1712
2020/4/20,"6,832.10",0,0.03394,0.1765,2.273,0.1564,219.19,14.96,0.00403,170.34,0.2222,0.1482,3.43,58.27,7.2,1.311,0.0124,0.003645,0.04946,0.18152,41.91,0.1677
2020/4/21,"6,842.00",0,0.03454,0.1776,2.272,0.1579,219.42,15.11,0.00412,170.7,0.2245,0.1518,3.46,59.17,7.23,1.315,0.01249,0.003677,0.05085,0.18341,42.08,0.1683
2020/4/22,"7,124.40",0,0.03664,0.1872,2.388,0.1653,232.96,15.71,0.00422,182.77,0.2372,0.1561,3.68,55.83,7.534,1.367,0.01296,0.003894,0.05493,0.18802,45.52,0.1711
2020/4/23,"7,483.60",0,0.04083,0.1951,2.427,0.1674,237.42,16.05,0.00433,185.51,0.2485,0.159,3.75,55.13,7.848,1.39,0.01361,0.003952,0.06208,0.19251,44.48,0.1753
2020/4/24,"7,505.00",0,0.04165,0.209,2.748,0.1768,237.6,15.91,0.00465,187.59,0.265,0.1677,3.77,54.98,8.07,1.426,0.01391,0.004082,0.06118,0.19312,44.07,0.1855
2020/4/25,"7,539.40",0,0.04223,0.2108,2.871,0.1826,238.09,16.23,0.00479,194.21,0.2722,0.17,3.79,50.63,8.428,1.482,0.01395,0.004216,0.06177,0.19418,44.7,0.1846
2020/4/26,"7,692.20",0,0.04593,0.2255,2.809,0.1842,246.24,16.36,0.00507,197.25,0.2985,0.1764,3.72,47.36,8.627,1.533,0.01425,0.004471,0.06196,0.19617,44.58,0.1986
2020/4/27,"7,773.80",0,0.0465,0.2168,2.767,0.1811,242.55,16.42,0.00503,196.46,0.2907,0.174,3.64,48.08,8.426,1.505,0.01452,0.004356,0.06732,0.19749,44.46,0.2066
2020/4/28,"7,748.60",0,0.04679,0.2159,2.793,0.1837,241.5,16.34,0.00498,196.69,0.2832,0.174,3.65,43.84,8.474,1.529,0.0153,0.0043,0.06855,0.21461,44.66,0.2035
2020/4/29,"8,779.10",1,0.05145,0.2302,2.929,0.1939,257.59,17.39,0.00537,215.48,0.2989,0.1858,3.88,45.57,9.214,1.633,0.01621,0.004761,0.07213,0.22623,46.94,0.2135
2020/4/30,"8,638.10",1,0.04757,0.2093,2.734,0.1836,250.05,17.02,0.00553,206.68,0.2786,0.1765,3.7,46.91,8.897,1.536,0.0152,0.004355,0.06749,0.21139,44.76,0.1982
2020/5/1,"8,827.30",1,0.05092,0.2139,2.828,0.1876,254.57,17.46,0.00595,212.04,0.2837,0.1816,3.76,47.68,9.011,1.585,0.01581,0.004436,0.07272,0.21768,45.68,0.2135
2020/5/2,"8,971.00",1,0.0509,0.2188,2.874,0.1909,260.88,17.53,0.00621,213.88,0.2906,0.1913,3.82,46.79,9.225,1.642,0.01635,0.004514,0.0755,0.22381,46.5,0.2142
2020/5/3,"8,892.60",1,0.04903,0.2055,2.774,0.1847,251.71,17.11,0.00606,209.76,0.2738,0.1827,3.71,48.56,9.069,1.584,0.01599,0.004333,0.073,0.21933,44.79,0.2063
2020/5/4,"8,875.30",1,0.04944,0.2056,2.761,0.1865,245.94,17.02,0.0071,206.66,0.2756,0.183,3.75,47.21,9.005,1.558,0.01624,0.004447,0.07332,0.21807,44.02,0.204
2020/5/5,"9,023.50",1,0.04947,0.2085,2.707,0.1859,247.09,16.89,0.00828,205.29,0.2743,0.1876,3.68,47.44,9.101,1.55,0.0159,0.00442,0.07217,0.21701,43.87,0.2065
2020/5/6,"9,147.00",1,0.04895,0.1966,2.623,0.1782,241.25,16.38,0.00706,198.82,0.2612,0.1777,3.59,45.45,9.152,1.504,0.01554,0.004243,0.06959,0.21143,42.2,0.2102
2020/5/7,"9,980.80",1,0.0512,0.204,2.726,0.1847,251.92,16.99,0.00709,211.9,0.2801,0.1845,3.76,44.75,9.891,1.588,0.01603,0.004508,0.07206,0.21849,44.17,0.2985
2020/5/8,"9,804.80",1,0.05201,0.2181,2.809,0.2277,260.2,17.14,0.00702,211.4,0.3018,0.202,3.8,44.68,11.335,1.658,0.01626,0.004779,0.07256,0.21869,46.76,0.3943
2020/5/9,"9,546.70",1,0.05149,0.2137,2.75,0.2177,265.43,16.82,0.00717,210.24,0.2955,0.1975,4.02,44.81,11.007,1.594,0.01611,0.004546,0.07141,0.21644,45,0.425
2020/5/10,"8,745.00",1,0.04767,0.192,2.514,0.1962,232.97,15.37,0.00685,187.85,0.2641,0.1843,3.76,45.27,9.73,1.449,0.01428,0.004177,0.0642,0.19745,40.99,0.3972
2020/5/11,"8,605.00",1,0.04776,0.187,2.404,0.1846,235.27,15.15,0.00703,186.3,0.2549,0.1768,3.6,45.15,9.628,1.401,0.01399,0.004107,0.06282,0.1925,39.86,0.3473
2020/5/12,"8,813.00",1,0.05041,0.1933,2.485,0.2074,233.27,15.77,0.00762,189.81,0.2637,0.1859,3.69,45.54,10.001,1.468,0.01457,0.004244,0.0702,0.19713,42.19,0.3567
2020/5/13,"9,306.60",1,0.05151,0.1954,2.537,0.2024,239.41,16.22,0.00943,199.62,0.2712,0.1924,3.76,44.46,10.273,1.49,0.015,0.004459,0.06971,0.20175,42.96,0.3475
2020/5/14,"9,787.70",1,0.05099,0.197,2.528,0.2003,242.61,16.38,0.01046,203.05,0.2685,0.2092,3.81,44.09,10.184,1.536,0.01527,0.004494,0.06926,0.20386,43.2,0.3424
2020/5/15,"9,317.50",1,0.05028,0.1921,2.467,0.1996,235.1,15.7,0.01004,194.77,0.2691,0.1983,3.66,43.7,10.029,1.501,0.01488,0.004377,0.06727,0.19815,41.87,0.382
2020/5/16,"9,382.70",1,0.05101,0.198,2.555,0.2034,236.45,16.06,0.01089,200.48,0.2725,0.1971,3.76,43.65,10.008,1.54,0.01497,0.004452,0.06806,0.1997,42.53,0.3829
